,Unnamed: 0,input product,output product,value,proportion,component
2823,2823,Public administration and defence services; compulsory social security services,Other chemical products,0,0.0,Imported inputs
2824,2824,Education services,Other chemical products,0,0.0,Imported inputs
2825,2825,Human health services,Other chemical products,0,0.0,Imported inputs
2826,2826,Residential Care  & Social Work Activities,Other chemical products,0,0.0,Imported inputs
2827,2827,"Creative, arts and entertainment services",Other chemical products,0,0.0,Imported inputs
2828,2828,"Libraries, archives, museums and other cultural services",Other chemical products,0,0.0,Imported inputs
2829,2829,Gambling and betting services,Other chemical products,0,0.0,Imported inputs
2830,2830,Sports services and amusement and recreation services,Other chemical products,0,0.0,Imported inputs
2831,2831,Services furnished by membership organisations,Other chemical products,0,0.0,Imported inputs
2832,2832,Repair services of computers and personal and household goods,Other chemical products,0,0.0,Imported inputs
2833,2833,Other personal services,Other chemical products,0,0.0,Imported inputs
2834,2834,Services of households as employers of domestic personnel,Other chemical products,0,0.0,Imported inputs
2835,2835,"Products of agriculture, hunting and related services","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",4,0.0036563071297989,Imported inputs
2836,2836,"Products of forestry, logging and related services","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2837,2837,Fish and other fishing products; aquaculture products; support services to fishing,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2838,2838,Coal and lignite,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2839,2839,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",4,0.0036563071297989,Imported inputs
2840,2840,Other mining and quarrying products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",18,0.016453382084095,Imported inputs
2841,2841,Mining support services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2842,2842,Preserved meat and meat products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2843,2843,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2844,2844,Vegetable and animal oils and fats,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2845,2845,Dairy products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2846,2846,"Grain mill products, starches and starch products","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2847,2847,Bakery and farinaceous products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2848,2848,Other food products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2849,2849,Prepared animal feeds,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2850,2850,Alcoholic beverages  & Tobacco products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2851,2851,Soft drinks,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2852,2852,Textiles,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2853,2853,Wearing apparel,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2854,2854,Leather and related products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2855,2855,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2856,2856,Paper and paper products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",1,0.0009140767824497,Imported inputs
2857,2857,Printing and recording services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2858,2858,Coke and refined petroleum products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",5,0.0045703839122486,Imported inputs
2859,2859,"Paints, varnishes and similar coatings, printing ink and mastics","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2860,2860,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2861,2861,Other chemical products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",8,0.0073126142595978,Imported inputs
2862,2862,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",843,0.7705667276051188,Imported inputs
2863,2863,Petrochemicals - 20.14/16/17/60,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",34,0.0310786106032906,Imported inputs
2864,2864,"Dyestuffs, agro-chemicals - 20.12/20","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",13,0.0118829981718464,Imported inputs
2865,2865,Basic pharmaceutical products and pharmaceutical preparations,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2866,2866,Rubber and plastic products,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",24,0.0219378427787934,Imported inputs
2867,2867,"Cement, lime, plaster and articles of concrete, cement and plaster","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",1,0.0009140767824497,Imported inputs
2868,2868,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",1,0.0009140767824497,Imported inputs
2869,2869,Basic iron and steel,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2870,2870,Other basic metals and casting,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",1,0.0009140767824497,Imported inputs
2871,2871,Weapons and ammunition,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2872,2872,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",2,0.0018281535648994,Imported inputs
2873,2873,"Computer, electronic and optical products","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",1,0.0009140767824497,Imported inputs
2874,2874,Electrical equipment,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2875,2875,Machinery and equipment n.e.c.,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",14,0.0127970749542961,Imported inputs
2876,2876,"Motor vehicles, trailers and semi-trailers","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2877,2877,Ships and boats,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2878,2878,Air and spacecraft and related machinery,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2879,2879,Other transport equipment - 30.2/4/9,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2880,2880,Furniture,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2881,2881,Other manufactured goods,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2882,2882,Repair and maintenance of ships and boats,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2883,2883,Repair and maintenance of aircraft and spacecraft,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2884,2884,Rest of repair; Installation - 33.11-14/17/19/20,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2885,2885,"Electricity, transmission and distribution","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2886,2886,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2887,2887,Natural water; water treatment and supply services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2888,2888,Sewerage services; sewage sludge,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2889,2889,"Waste collection, treatment and disposal services; materials recovery services","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2890,2890,Remediation services and other waste management services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2891,2891,Construction,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2892,2892,Wholesale and retail trade and repair services of motor vehicles and motorcycles,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2893,2893,"Wholesale trade services, except of motor vehicles and motorcycles","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2894,2894,"Retail trade services, except of motor vehicles and motorcycles","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2895,2895,Rail transport services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2896,2896,"Land transport services and transport services via pipelines, excluding rail transport","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",3,0.0027422303473491,Imported inputs
2897,2897,Water transport services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2898,2898,Air transport services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2899,2899,Warehousing and support services for transportation,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2900,2900,Postal and courier services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",13,0.0118829981718464,Imported inputs
2901,2901,Accommodation services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2902,2902,Food and beverage serving services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2903,2903,Publishing services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2904,2904,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2905,2905,Telecommunications services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2906,2906,"Computer programming, consultancy and related services","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",11,0.0100548446069469,Imported inputs
2907,2907,Information services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2908,2908,"Financial services, except insurance and pension funding","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",11,0.0100548446069469,Imported inputs
2909,2909,"Insurance, reinsurance and pension funding services, except compulsory social security","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",5,0.0045703839122486,Imported inputs
2910,2910,Services auxiliary to financial services and insurance services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",2,0.0018281535648994,Imported inputs
2911,2911,Real estate services on a fee or contract basis,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2912,2912,Owner-Occupiers' Housing Services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2913,2913,"Real estate services, excluding on a fee or contract basis and imputed rent","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2914,2914,Legal services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",3,0.0027422303473491,Imported inputs
2915,2915,"Accounting, bookkeeping and auditing services; tax consulting services","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",4,0.0036563071297989,Imported inputs
2916,2916,Services of head offices; management consulting services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",3,0.0027422303473491,Imported inputs
2917,2917,Architectural and engineering services; technical testing and analysis services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",18,0.016453382084095,Imported inputs
2918,2918,Scientific research and development services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2919,2919,Advertising and market research services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",9,0.0082266910420475,Imported inputs
2920,2920,"Other professional, scientific and technical services","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",1,0.0009140767824497,Imported inputs
2921,2921,Veterinary services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2922,2922,Rental and leasing services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",19,0.0173674588665447,Imported inputs
2923,2923,Employment services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",18,0.016453382084095,Imported inputs
2924,2924,"Travel agency, tour operator and other reservation services and related services","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2925,2925,Security and investigation services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2926,2926,Services to buildings and landscape,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2927,2927,"Office administrative, office support and other business support services","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2928,2928,Public administration and defence services; compulsory social security services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2929,2929,Education services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2930,2930,Human health services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2931,2931,Residential Care  & Social Work Activities,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2932,2932,"Creative, arts and entertainment services","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2933,2933,"Libraries, archives, museums and other cultural services","Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2934,2934,Gambling and betting services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2935,2935,Sports services and amusement and recreation services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2936,2936,Services furnished by membership organisations,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2937,2937,Repair services of computers and personal and household goods,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2938,2938,Other personal services,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2939,2939,Services of households as employers of domestic personnel,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",0,0.0,Imported inputs
2940,2940,"Products of agriculture, hunting and related services",Petrochemicals - 20.14/16/17/60,15,0.0039442545358927,Imported inputs
2941,2941,"Products of forestry, logging and related services",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2942,2942,Fish and other fishing products; aquaculture products; support services to fishing,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2943,2943,Coal and lignite,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2944,2944,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,Petrochemicals - 20.14/16/17/60,355,0.0933473573494609,Imported inputs
2945,2945,Other mining and quarrying products,Petrochemicals - 20.14/16/17/60,5,0.0013147515119642,Imported inputs
2946,2946,Mining support services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2947,2947,Preserved meat and meat products,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2948,2948,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2949,2949,Vegetable and animal oils and fats,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2950,2950,Dairy products,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2951,2951,"Grain mill products, starches and starch products",Petrochemicals - 20.14/16/17/60,2,0.0005259006047856,Imported inputs
2952,2952,Bakery and farinaceous products,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2953,2953,Other food products,Petrochemicals - 20.14/16/17/60,1,0.0002629503023928,Imported inputs
2954,2954,Prepared animal feeds,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2955,2955,Alcoholic beverages  & Tobacco products,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2956,2956,Soft drinks,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2957,2957,Textiles,Petrochemicals - 20.14/16/17/60,3,0.0007888509071785,Imported inputs
2958,2958,Wearing apparel,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2959,2959,Leather and related products,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2960,2960,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2961,2961,Paper and paper products,Petrochemicals - 20.14/16/17/60,5,0.0013147515119642,Imported inputs
2962,2962,Printing and recording services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2963,2963,Coke and refined petroleum products,Petrochemicals - 20.14/16/17/60,10,0.0026295030239284,Imported inputs
2964,2964,"Paints, varnishes and similar coatings, printing ink and mastics",Petrochemicals - 20.14/16/17/60,4,0.0010518012095713,Imported inputs
2965,2965,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2966,2966,Other chemical products,Petrochemicals - 20.14/16/17/60,125,0.0328687877991059,Imported inputs
2967,2967,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",Petrochemicals - 20.14/16/17/60,829,0.2179858006836708,Imported inputs
2968,2968,Petrochemicals - 20.14/16/17/60,Petrochemicals - 20.14/16/17/60,2088,0.5490402313962661,Imported inputs
2969,2969,"Dyestuffs, agro-chemicals - 20.12/20",Petrochemicals - 20.14/16/17/60,52,0.013673415724428,Imported inputs
2970,2970,Basic pharmaceutical products and pharmaceutical preparations,Petrochemicals - 20.14/16/17/60,5,0.0013147515119642,Imported inputs
2971,2971,Rubber and plastic products,Petrochemicals - 20.14/16/17/60,59,0.015514067841178,Imported inputs
2972,2972,"Cement, lime, plaster and articles of concrete, cement and plaster",Petrochemicals - 20.14/16/17/60,1,0.0002629503023928,Imported inputs
2973,2973,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",Petrochemicals - 20.14/16/17/60,22,0.0057849066526426,Imported inputs
2974,2974,Basic iron and steel,Petrochemicals - 20.14/16/17/60,2,0.0005259006047856,Imported inputs
2975,2975,Other basic metals and casting,Petrochemicals - 20.14/16/17/60,7,0.0018406521167499,Imported inputs
2976,2976,Weapons and ammunition,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2977,2977,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",Petrochemicals - 20.14/16/17/60,14,0.0036813042334998,Imported inputs
2978,2978,"Computer, electronic and optical products",Petrochemicals - 20.14/16/17/60,5,0.0013147515119642,Imported inputs
2979,2979,Electrical equipment,Petrochemicals - 20.14/16/17/60,2,0.0005259006047856,Imported inputs
2980,2980,Machinery and equipment n.e.c.,Petrochemicals - 20.14/16/17/60,26,0.006836707862214,Imported inputs
2981,2981,"Motor vehicles, trailers and semi-trailers",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2982,2982,Ships and boats,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2983,2983,Air and spacecraft and related machinery,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2984,2984,Other transport equipment - 30.2/4/9,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2985,2985,Furniture,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2986,2986,Other manufactured goods,Petrochemicals - 20.14/16/17/60,2,0.0005259006047856,Imported inputs
2987,2987,Repair and maintenance of ships and boats,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2988,2988,Repair and maintenance of aircraft and spacecraft,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2989,2989,Rest of repair; Installation - 33.11-14/17/19/20,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2990,2990,"Electricity, transmission and distribution",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2991,2991,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2992,2992,Natural water; water treatment and supply services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2993,2993,Sewerage services; sewage sludge,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2994,2994,"Waste collection, treatment and disposal services; materials recovery services",Petrochemicals - 20.14/16/17/60,10,0.0026295030239284,Imported inputs
2995,2995,Remediation services and other waste management services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2996,2996,Construction,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2997,2997,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2998,2998,"Wholesale trade services, except of motor vehicles and motorcycles",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
2999,2999,"Retail trade services, except of motor vehicles and motorcycles",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3000,3000,Rail transport services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3001,3001,"Land transport services and transport services via pipelines, excluding rail transport",Petrochemicals - 20.14/16/17/60,27,0.0070996581646068,Imported inputs
3002,3002,Water transport services,Petrochemicals - 20.14/16/17/60,3,0.0007888509071785,Imported inputs
3003,3003,Air transport services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3004,3004,Warehousing and support services for transportation,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3005,3005,Postal and courier services,Petrochemicals - 20.14/16/17/60,4,0.0010518012095713,Imported inputs
3006,3006,Accommodation services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3007,3007,Food and beverage serving services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3008,3008,Publishing services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3009,3009,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3010,3010,Telecommunications services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3011,3011,"Computer programming, consultancy and related services",Petrochemicals - 20.14/16/17/60,4,0.0010518012095713,Imported inputs
3012,3012,Information services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3013,3013,"Financial services, except insurance and pension funding",Petrochemicals - 20.14/16/17/60,4,0.0010518012095713,Imported inputs
3014,3014,"Insurance, reinsurance and pension funding services, except compulsory social security",Petrochemicals - 20.14/16/17/60,2,0.0005259006047856,Imported inputs
3015,3015,Services auxiliary to financial services and insurance services,Petrochemicals - 20.14/16/17/60,9,0.0023665527215356,Imported inputs
3016,3016,Real estate services on a fee or contract basis,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3017,3017,Owner-Occupiers' Housing Services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3018,3018,"Real estate services, excluding on a fee or contract basis and imputed rent",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3019,3019,Legal services,Petrochemicals - 20.14/16/17/60,1,0.0002629503023928,Imported inputs
3020,3020,"Accounting, bookkeeping and auditing services; tax consulting services",Petrochemicals - 20.14/16/17/60,1,0.0002629503023928,Imported inputs
3021,3021,Services of head offices; management consulting services,Petrochemicals - 20.14/16/17/60,13,0.003418353931107,Imported inputs
3022,3022,Architectural and engineering services; technical testing and analysis services,Petrochemicals - 20.14/16/17/60,25,0.0065737575598211,Imported inputs
3023,3023,Scientific research and development services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3024,3024,Advertising and market research services,Petrochemicals - 20.14/16/17/60,3,0.0007888509071785,Imported inputs
3025,3025,"Other professional, scientific and technical services",Petrochemicals - 20.14/16/17/60,7,0.0018406521167499,Imported inputs
3026,3026,Veterinary services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3027,3027,Rental and leasing services,Petrochemicals - 20.14/16/17/60,6,0.001577701814357,Imported inputs
3028,3028,Employment services,Petrochemicals - 20.14/16/17/60,5,0.0013147515119642,Imported inputs
3029,3029,"Travel agency, tour operator and other reservation services and related services",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3030,3030,Security and investigation services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3031,3031,Services to buildings and landscape,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3032,3032,"Office administrative, office support and other business support services",Petrochemicals - 20.14/16/17/60,40,0.0105180120957139,Imported inputs
3033,3033,Public administration and defence services; compulsory social security services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3034,3034,Education services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3035,3035,Human health services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3036,3036,Residential Care  & Social Work Activities,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3037,3037,"Creative, arts and entertainment services",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3038,3038,"Libraries, archives, museums and other cultural services",Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3039,3039,Gambling and betting services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3040,3040,Sports services and amusement and recreation services,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3041,3041,Services furnished by membership organisations,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
3042,3042,Repair services of computers and personal and household goods,Petrochemicals - 20.14/16/17/60,0,0.0,Imported inputs
