,input requirements,industry,value,proportion
5723,B05 Coal and lignite,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5724,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5725,B08 Other mining and quarrying products,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5726,B09 Mining support services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5727,C101 Preserved meat and meat products,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5728,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5729,C104 Vegetable and animal oils and fats,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5730,C105 Dairy products,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5731,"C106 Grain mill products, starches and starch products",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5732,C107 Bakery and farinaceous products,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5733,C108 Other food products,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5734,C109 Prepared animal feeds,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5735,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5736,C1107 Soft drinks,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5737,C13 Textiles,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5738,C14 Wearing apparel,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5739,C15 Leather and related products,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5740,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5741,C17 Paper and paper products,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5742,C18 Printing and recording services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5743,C19 Coke and refined petroleum products,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5744,"C203 Paints, varnishes and similar coatings, printing ink and mastics",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5745,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5746,C205 Other chemical products,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5747,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5748,C20B Petrochemicals - 20.14/16/17/60,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5749,"C20C Dyestuffs, agro-chemicals - 20.12/20",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5750,C21 Basic pharmaceutical products and pharmaceutical preparations,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5751,C22 Rubber and plastic products,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5752,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5753,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5754,C241_3 Basic iron and steel,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5755,C244_5 Other basic metals and casting,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5756,C254 Weapons and ammunition,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5757,"C25OTHER Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5758,"C26 Computer, electronic and optical products",E39 Remediation Activities And Other Waste Management Services,2.0,0.16666666666666666
5759,C27 Electrical equipment,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5760,C28 Machinery and equipment n.e.c.,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5761,"C29 Motor vehicles, trailers and semi-trailers",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5762,C301 Ships and boats,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5763,C303 Air and spacecraft and related machinery,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5764,C30OTHER Other transport equipment - 30.2/4/9,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5765,C31 Furniture,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5766,C32 Other manufactured goods,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5767,C3315 Repair and maintenance of ships and boats,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5768,C3316 Repair and maintenance of aircraft and spacecraft,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5769,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5770,"D351 Electricity, transmission and distribution",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5771,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5772,E36 Natural water; water treatment and supply services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5773,E37 Sewerage services; sewage sludge,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5774,"E38 Waste collection, treatment and disposal services; materials recovery services",E39 Remediation Activities And Other Waste Management Services,3.0,0.25
5775,E39 Remediation services and other waste management services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5776,"F41, F42 & F43 Construction",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5777,G45 Wholesale and retail trade and repair services of motor vehicles and motorcycles,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5778,"G46 Wholesale trade services, except of motor vehicles and motorcycles",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5779,"G47 Retail trade services, except of motor vehicles and motorcycles",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5780,H491_2 Rail transport services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5781,"H493_5 Land transport services and transport services via pipelines, excluding rail transport",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5782,H50 Water transport services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5783,H51 Air transport services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5784,H52 Warehousing and support services for transportation,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5785,H53 Postal and courier services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5786,I55 Accommodation services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5787,I56 Food and beverage serving services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5788,J58 Publishing services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5789,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5790,J61 Telecommunications services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5791,"J62 Computer programming, consultancy and related services",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5792,J63 Information services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5793,"K64 Financial services, except insurance and pension funding",E39 Remediation Activities And Other Waste Management Services,4.0,0.3333333333333333
5794,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5795,K66 Services auxiliary to financial services and insurance services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5796,L683 Real estate services on a fee or contract basis,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5797,L68A Owner-Occupiers' Housing Services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5798,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5799,M691 Legal services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5800,"M692 Accounting, bookkeeping and auditing services; tax consulting services",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5801,M70 Services of head offices; management consulting services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5802,M71 Architectural and engineering services; technical testing and analysis services,E39 Remediation Activities And Other Waste Management Services,2.0,0.16666666666666666
5803,M72 Scientific research and development services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5804,M73 Advertising and market research services,E39 Remediation Activities And Other Waste Management Services,1.0,0.08333333333333333
5805,"M74 Other professional, scientific and technical services",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5806,M75 Veterinary services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5807,N77 Rental and leasing services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5808,N78 Employment services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5809,"N79 Travel agency, tour operator and other reservation services and related services",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5810,N80 Security and investigation services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5811,N81 Services to buildings and landscape,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5812,"N82 Office administrative, office support and other business support services",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5813,O84 Public administration and defence services; compulsory social security services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5814,P85 Education services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5815,Q86 Human health services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5816,Q87 & Q88 Residential Care  & Social Work Activities,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5817,"R90 Creative, arts and entertainment services",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5818,"R91 Libraries, archives, museums and other cultural services",E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5819,R92 Gambling and betting services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5820,R93 Sports services and amusement and recreation services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5821,S94 Services furnished by membership organisations,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5822,S95 Repair services of computers and personal and household goods,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5823,S96 Other personal services,E39 Remediation Activities And Other Waste Management Services,0.0,0.0
5824,"A01 Products of agriculture, hunting and related services","F41, F42  & F43 Construction",0.0,0.0
5825,"A02 Products of forestry, logging and related services","F41, F42  & F43 Construction",0.0,0.0
5826,A03 Fish and other fishing products; aquaculture products; support services to fishing,"F41, F42  & F43 Construction",0.0,0.0
5827,B05 Coal and lignite,"F41, F42  & F43 Construction",0.0,0.0
5828,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,"F41, F42  & F43 Construction",0.0,0.0
5829,B08 Other mining and quarrying products,"F41, F42  & F43 Construction",89.0,0.009643515007043017
5830,B09 Mining support services,"F41, F42  & F43 Construction",0.0,0.0
5831,C101 Preserved meat and meat products,"F41, F42  & F43 Construction",0.0,0.0
5832,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables","F41, F42  & F43 Construction",0.0,0.0
5833,C104 Vegetable and animal oils and fats,"F41, F42  & F43 Construction",0.0,0.0
5834,C105 Dairy products,"F41, F42  & F43 Construction",0.0,0.0
5835,"C106 Grain mill products, starches and starch products","F41, F42  & F43 Construction",0.0,0.0
5836,C107 Bakery and farinaceous products,"F41, F42  & F43 Construction",0.0,0.0
5837,C108 Other food products,"F41, F42  & F43 Construction",0.0,0.0
5838,C109 Prepared animal feeds,"F41, F42  & F43 Construction",0.0,0.0
5839,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,"F41, F42  & F43 Construction",0.0,0.0
5840,C1107 Soft drinks,"F41, F42  & F43 Construction",0.0,0.0
5841,C13 Textiles,"F41, F42  & F43 Construction",25.0,0.002708852530068263
5842,C14 Wearing apparel,"F41, F42  & F43 Construction",1.0,0.00010835410120273052
5843,C15 Leather and related products,"F41, F42  & F43 Construction",0.0,0.0
5844,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","F41, F42  & F43 Construction",569.0,0.061653483584353665
5845,C17 Paper and paper products,"F41, F42  & F43 Construction",5.0,0.0005417705060136526
5846,C18 Printing and recording services,"F41, F42  & F43 Construction",0.0,0.0
5847,C19 Coke and refined petroleum products,"F41, F42  & F43 Construction",60.0,0.006501246072163832
5848,"C203 Paints, varnishes and similar coatings, printing ink and mastics","F41, F42  & F43 Construction",78.0,0.00845161989381298
5849,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","F41, F42  & F43 Construction",1.0,0.00010835410120273052
5850,C205 Other chemical products,"F41, F42  & F43 Construction",18.0,0.0019503738216491494
5851,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15","F41, F42  & F43 Construction",1.0,0.00010835410120273052
5852,C20B Petrochemicals - 20.14/16/17/60,"F41, F42  & F43 Construction",0.0,0.0
5853,"C20C Dyestuffs, agro-chemicals - 20.12/20","F41, F42  & F43 Construction",0.0,0.0
5854,C21 Basic pharmaceutical products and pharmaceutical preparations,"F41, F42  & F43 Construction",0.0,0.0
5855,C22 Rubber and plastic products,"F41, F42  & F43 Construction",57.0,0.00617618376855564
5856,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster","F41, F42  & F43 Construction",137.0,0.014844511864774082
5857,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9","F41, F42  & F43 Construction",419.0,0.04540036840394409
5858,C241_3 Basic iron and steel,"F41, F42  & F43 Construction",85.0,0.009210098602232094
5859,C244_5 Other basic metals and casting,"F41, F42  & F43 Construction",85.0,0.009210098602232094
5860,C254 Weapons and ammunition,"F41, F42  & F43 Construction",0.0,0.0
5861,"C25OTHER Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9","F41, F42  & F43 Construction",2872.0,0.31119297865424206
5862,"C26 Computer, electronic and optical products","F41, F42  & F43 Construction",865.0,0.09372629754036191
5863,C27 Electrical equipment,"F41, F42  & F43 Construction",404.0,0.04377505688590313
5864,C28 Machinery and equipment n.e.c.,"F41, F42  & F43 Construction",751.0,0.08137393000325062
5865,"C29 Motor vehicles, trailers and semi-trailers","F41, F42  & F43 Construction",33.0,0.003575685339690107
5866,C301 Ships and boats,"F41, F42  & F43 Construction",0.0,0.0
5867,C303 Air and spacecraft and related machinery,"F41, F42  & F43 Construction",0.0,0.0
5868,C30OTHER Other transport equipment - 30.2/4/9,"F41, F42  & F43 Construction",0.0,0.0
5869,C31 Furniture,"F41, F42  & F43 Construction",2.0,0.00021670820240546104
5870,C32 Other manufactured goods,"F41, F42  & F43 Construction",22.0,0.0023837902264600714
5871,C3315 Repair and maintenance of ships and boats,"F41, F42  & F43 Construction",0.0,0.0
5872,C3316 Repair and maintenance of aircraft and spacecraft,"F41, F42  & F43 Construction",0.0,0.0
5873,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,"F41, F42  & F43 Construction",5.0,0.0005417705060136526
5874,"D351 Electricity, transmission and distribution","F41, F42  & F43 Construction",1.0,0.00010835410120273052
5875,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,"F41, F42  & F43 Construction",0.0,0.0
5876,E36 Natural water; water treatment and supply services,"F41, F42  & F43 Construction",1.0,0.00010835410120273052
5877,E37 Sewerage services; sewage sludge,"F41, F42  & F43 Construction",0.0,0.0
5878,"E38 Waste collection, treatment and disposal services; materials recovery services","F41, F42  & F43 Construction",60.0,0.006501246072163832
5879,E39 Remediation services and other waste management services,"F41, F42  & F43 Construction",0.0,0.0
5880,"F41, F42 & F43 Construction","F41, F42  & F43 Construction",437.0,0.04735074222559324
5881,G45 Wholesale and retail trade and repair services of motor vehicles and motorcycles,"F41, F42  & F43 Construction",2.0,0.00021670820240546104
5882,"G46 Wholesale trade services, except of motor vehicles and motorcycles","F41, F42  & F43 Construction",0.0,0.0
5883,"G47 Retail trade services, except of motor vehicles and motorcycles","F41, F42  & F43 Construction",0.0,0.0
5884,H491_2 Rail transport services,"F41, F42  & F43 Construction",1.0,0.00010835410120273052
5885,"H493_5 Land transport services and transport services via pipelines, excluding rail transport","F41, F42  & F43 Construction",60.0,0.006501246072163832
5886,H50 Water transport services,"F41, F42  & F43 Construction",1.0,0.00010835410120273052
5887,H51 Air transport services,"F41, F42  & F43 Construction",2.0,0.00021670820240546104
5888,H52 Warehousing and support services for transportation,"F41, F42  & F43 Construction",0.0,0.0
5889,H53 Postal and courier services,"F41, F42  & F43 Construction",2.0,0.00021670820240546104
5890,I55 Accommodation services,"F41, F42  & F43 Construction",5.0,0.0005417705060136526
5891,I56 Food and beverage serving services,"F41, F42  & F43 Construction",23.0,0.0024921443276628022
5892,J58 Publishing services,"F41, F42  & F43 Construction",0.0,0.0
5893,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities","F41, F42  & F43 Construction",0.0,0.0
5894,J61 Telecommunications services,"F41, F42  & F43 Construction",11.0,0.0011918951132300357
5895,"J62 Computer programming, consultancy and related services","F41, F42  & F43 Construction",33.0,0.003575685339690107
5896,J63 Information services,"F41, F42  & F43 Construction",0.0,0.0
5897,"K64 Financial services, except insurance and pension funding","F41, F42  & F43 Construction",1062.0,0.11507205547729982
5898,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security","F41, F42  & F43 Construction",4.0,0.0004334164048109221
5899,K66 Services auxiliary to financial services and insurance services,"F41, F42  & F43 Construction",26.0,0.0028172066312709934
5900,L683 Real estate services on a fee or contract basis,"F41, F42  & F43 Construction",1.0,0.00010835410120273052
5901,L68A Owner-Occupiers' Housing Services,"F41, F42  & F43 Construction",0.0,0.0
5902,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent","F41, F42  & F43 Construction",4.0,0.0004334164048109221
5903,M691 Legal services,"F41, F42  & F43 Construction",27.0,0.0029255607324737243
5904,"M692 Accounting, bookkeeping and auditing services; tax consulting services","F41, F42  & F43 Construction",20.0,0.0021670820240546106
5905,M70 Services of head offices; management consulting services,"F41, F42  & F43 Construction",101.0,0.010943764221475782
5906,M71 Architectural and engineering services; technical testing and analysis services,"F41, F42  & F43 Construction",113.0,0.012244013435908549
5907,M72 Scientific research and development services,"F41, F42  & F43 Construction",0.0,0.0
5908,M73 Advertising and market research services,"F41, F42  & F43 Construction",60.0,0.006501246072163832
5909,"M74 Other professional, scientific and technical services","F41, F42  & F43 Construction",3.0,0.0003250623036081916
5910,M75 Veterinary services,"F41, F42  & F43 Construction",0.0,0.0
5911,N77 Rental and leasing services,"F41, F42  & F43 Construction",195.0,0.021129049734532453
5912,N78 Employment services,"F41, F42  & F43 Construction",82.0,0.008885036298623902
5913,"N79 Travel agency, tour operator and other reservation services and related services","F41, F42  & F43 Construction",0.0,0.0
5914,N80 Security and investigation services,"F41, F42  & F43 Construction",1.0,0.00010835410120273052
5915,N81 Services to buildings and landscape,"F41, F42  & F43 Construction",1.0,0.00010835410120273052
5916,"N82 Office administrative, office support and other business support services","F41, F42  & F43 Construction",131.0,0.014194387257557698
5917,O84 Public administration and defence services; compulsory social security services,"F41, F42  & F43 Construction",175.0,0.018961967710477843
5918,P85 Education services,"F41, F42  & F43 Construction",0.0,0.0
5919,Q86 Human health services,"F41, F42  & F43 Construction",0.0,0.0
5920,Q87 & Q88 Residential Care  & Social Work Activities,"F41, F42  & F43 Construction",0.0,0.0
5921,"R90 Creative, arts and entertainment services","F41, F42  & F43 Construction",0.0,0.0
5922,"R91 Libraries, archives, museums and other cultural services","F41, F42  & F43 Construction",0.0,0.0
5923,R92 Gambling and betting services,"F41, F42  & F43 Construction",0.0,0.0
5924,R93 Sports services and amusement and recreation services,"F41, F42  & F43 Construction",0.0,0.0
5925,S94 Services furnished by membership organisations,"F41, F42  & F43 Construction",0.0,0.0
5926,S95 Repair services of computers and personal and household goods,"F41, F42  & F43 Construction",0.0,0.0
5927,S96 Other personal services,"F41, F42  & F43 Construction",0.0,0.0
5928,"A01 Products of agriculture, hunting and related services",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5929,"A02 Products of forestry, logging and related services",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5930,A03 Fish and other fishing products; aquaculture products; support services to fishing,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5931,B05 Coal and lignite,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5932,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5933,B08 Other mining and quarrying products,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5934,B09 Mining support services,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5935,C101 Preserved meat and meat products,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5936,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5937,C104 Vegetable and animal oils and fats,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5938,C105 Dairy products,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5939,"C106 Grain mill products, starches and starch products",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5940,C107 Bakery and farinaceous products,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5941,C108 Other food products,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5942,C109 Prepared animal feeds,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5943,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5944,C1107 Soft drinks,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5945,C13 Textiles,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,2.0,0.0004628558204119417
5946,C14 Wearing apparel,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5947,C15 Leather and related products,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,9.0,0.0020828511918537375
5948,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5949,C17 Paper and paper products,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,1.0,0.00023142791020597085
5950,C18 Printing and recording services,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5951,C19 Coke and refined petroleum products,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,7.0,0.0016199953714417959
5952,"C203 Paints, varnishes and similar coatings, printing ink and mastics",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5953,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5954,C205 Other chemical products,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5955,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5956,C20B Petrochemicals - 20.14/16/17/60,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5957,"C20C Dyestuffs, agro-chemicals - 20.12/20",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5958,C21 Basic pharmaceutical products and pharmaceutical preparations,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5959,C22 Rubber and plastic products,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,309.0,0.07151122425364499
5960,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5961,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,41.0,0.009488544318444805
5962,C241_3 Basic iron and steel,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5963,C244_5 Other basic metals and casting,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5964,C254 Weapons and ammunition,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5965,"C25OTHER Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,75.0,0.017357093265447814
5966,"C26 Computer, electronic and optical products",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,72.0,0.0166628095348299
5967,C27 Electrical equipment,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,37.0,0.00856283267762092
5968,C28 Machinery and equipment n.e.c.,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,189.0,0.04373987502892849
5969,"C29 Motor vehicles, trailers and semi-trailers",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,2592.0,0.5998611432538764
5970,C301 Ships and boats,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5971,C303 Air and spacecraft and related machinery,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5972,C30OTHER Other transport equipment - 30.2/4/9,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5973,C31 Furniture,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5974,C32 Other manufactured goods,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,12.0,0.00277713492247165
5975,C3315 Repair and maintenance of ships and boats,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5976,C3316 Repair and maintenance of aircraft and spacecraft,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5977,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,2.0,0.0004628558204119417
5978,"D351 Electricity, transmission and distribution",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,1.0,0.00023142791020597085
5979,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5980,E36 Natural water; water treatment and supply services,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5981,E37 Sewerage services; sewage sludge,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
5982,"E38 Waste collection, treatment and disposal services; materials recovery services",G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,4.0,0.0009257116408238834
5983,E39 Remediation services and other waste management services,G45 Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles,0.0,0.0
