,domestic input requirements,output product,value,proportion
4381,Real estate services on a fee or contract basis,"Motor vehicles, trailers and semi-trailers",0.001908597825144478,7.648026759976486e-08
4382,Owner-Occupiers' Housing Services,"Motor vehicles, trailers and semi-trailers",0.0,0.0
4383,"Real estate services, excluding on a fee or contract basis and imputed rent","Motor vehicles, trailers and semi-trailers",2.612103210363263,0.00010467074304229841
4384,Legal services,"Motor vehicles, trailers and semi-trailers",48.52880390382651,0.001944619164899347
4385,"Accounting, bookkeeping and auditing services; tax consulting services","Motor vehicles, trailers and semi-trailers",55.84111606618199,0.002237634059699213
4386,Services of head offices; management consulting services,"Motor vehicles, trailers and semi-trailers",177.8458832946226,0.007126541048457739
4387,Architectural and engineering services; technical testing and analysis services,"Motor vehicles, trailers and semi-trailers",1.196020674705863,4.792627344078181e-05
4388,Scientific research and development services,"Motor vehicles, trailers and semi-trailers",0.0,0.0
4389,Advertising and market research services,"Motor vehicles, trailers and semi-trailers",736.6443939681666,0.02951840331908962
4390,"Other professional, scientific and technical services","Motor vehicles, trailers and semi-trailers",29.65389676256288,0.0011882744127118192
4391,Veterinary services,"Motor vehicles, trailers and semi-trailers",0.0,0.0
4392,Rental and leasing services,"Motor vehicles, trailers and semi-trailers",2.270598520876373,9.09861575867141e-05
4393,Employment services,"Motor vehicles, trailers and semi-trailers",701.7675482122896,0.028120837807223194
4394,"Travel agency, tour operator and other reservation services and related services","Motor vehicles, trailers and semi-trailers",23.85664906845664,0.0009559703363127999
4395,Security and investigation services,"Motor vehicles, trailers and semi-trailers",0.0,0.0
4396,Services to buildings and landscape,"Motor vehicles, trailers and semi-trailers",0.0,0.0
4397,"Office administrative, office support and other business support services","Motor vehicles, trailers and semi-trailers",73.91858487724015,0.0029620243078603064
4398,Public administration and defence services; compulsory social security services,"Motor vehicles, trailers and semi-trailers",59.80083591856954,0.0023963057452376668
4399,Education services,"Motor vehicles, trailers and semi-trailers",0.561822930457391,2.2513055133452592e-05
4400,Human health services,"Motor vehicles, trailers and semi-trailers",0.3835848757998232,1.53707992128579e-05
4401,Residential Care  & Social Work Activities,"Motor vehicles, trailers and semi-trailers",0.001170247470432572,4.689350397318824e-08
4402,"Creative, arts and entertainment services","Motor vehicles, trailers and semi-trailers",0.0,0.0
4403,"Libraries, archives, museums and other cultural services","Motor vehicles, trailers and semi-trailers",0.0,0.0
4404,Gambling and betting services,"Motor vehicles, trailers and semi-trailers",0.0,0.0
4405,Sports services and amusement and recreation services,"Motor vehicles, trailers and semi-trailers",0.001269749755583607,5.088070405006312e-08
4406,Services furnished by membership organisations,"Motor vehicles, trailers and semi-trailers",0.08633575910023497,3.4595983881072322e-06
4407,Repair services of computers and personal and household goods,"Motor vehicles, trailers and semi-trailers",0.0,0.0
4408,Other personal services,"Motor vehicles, trailers and semi-trailers",0.05354087882800031,2.1454602359625326e-06
4409,Services of households as employers of domestic personnel,"Motor vehicles, trailers and semi-trailers",0.0,0.0
4410,"Products of agriculture, hunting and related services",Ships and boats,0.003151641747363206,1.4897983309146058e-06
4411,"Products of forestry, logging and related services",Ships and boats,0.0,0.0
4412,Fish and other fishing products; aquaculture products; support services to fishing,Ships and boats,0.0,0.0
4413,Coal and lignite,Ships and boats,0.0003563368571089203,1.6844238575287744e-07
4414,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,Ships and boats,0.0,0.0
4415,Other mining and quarrying products,Ships and boats,0.0,0.0
4416,Mining support services,Ships and boats,0.0,0.0
4417,Preserved meat and meat products,Ships and boats,1.004047694473723,0.00047461884925121417
4418,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",Ships and boats,0.9878192249280051,0.00046694756273435776
4419,Vegetable and animal oils and fats,Ships and boats,0.003316957168865195,1.5679438368986412e-06
4420,Dairy products,Ships and boats,0.01263263434338271,5.971515504759303e-06
4421,"Grain mill products, starches and starch products",Ships and boats,0.0,0.0
4422,Bakery and farinaceous products,Ships and boats,1.003246608699224,0.00047424017161414874
4423,Other food products,Ships and boats,0.02162615216316443,1.0222800679595984e-05
4424,Prepared animal feeds,Ships and boats,0.0,0.0
4425,Alcoholic beverages  & Tobacco products,Ships and boats,0.0001850287592404596,8.746410879925105e-08
4426,Soft drinks,Ships and boats,6.289805201940256e-07,2.973225398942751e-10
4427,Textiles,Ships and boats,0.09251447713890455,4.373210049723767e-05
4428,Wearing apparel,Ships and boats,0.0,0.0
4429,Leather and related products,Ships and boats,0.01683295157340496,7.957028485044705e-06
4430,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Ships and boats,61.68462627759999,0.029158660989417683
4431,Paper and paper products,Ships and boats,1.836734986248747,0.0008682346967688191
4432,Printing and recording services,Ships and boats,0.003896700256369649,1.8419915724466371e-06
4433,Coke and refined petroleum products,Ships and boats,5.376631675911859,0.002541563267277337
4434,"Paints, varnishes and similar coatings, printing ink and mastics",Ships and boats,9.747662554222872,0.004607773524941338
4435,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Ships and boats,3.083701874949706e-07,1.4576827807862112e-10
4436,Other chemical products,Ships and boats,0.01912467325539298,9.040337887073989e-06
4437,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",Ships and boats,0.01455061964615499,6.878157671553646e-06
4438,Petrochemicals - 20.14/16/17/60,Ships and boats,18.49142322269964,0.008740997125216313
4439,"Dyestuffs, agro-chemicals - 20.12/20",Ships and boats,0.0,0.0
4440,Basic pharmaceutical products and pharmaceutical preparations,Ships and boats,0.0,0.0
4441,Rubber and plastic products,Ships and boats,17.1403852216033,0.008102354055863807
4442,"Cement, lime, plaster and articles of concrete, cement and plaster",Ships and boats,0.0003563368571089203,1.6844238575287744e-07
4443,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",Ships and boats,35.9662061012036,0.017001422786626395
4444,Basic iron and steel,Ships and boats,55.02441795156551,0.02601034400320845
4445,Other basic metals and casting,Ships and boats,2.265467972933497,0.0010708991298394113
4446,Weapons and ammunition,Ships and boats,0.0,0.0
4447,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",Ships and boats,27.12009258974517,0.012819816436387523
4448,"Computer, electronic and optical products",Ships and boats,6.348727171053945,0.0030010781367462206
4449,Electrical equipment,Ships and boats,2.809369839012235,0.0013280045235420355
4450,Machinery and equipment n.e.c.,Ships and boats,8.345549882888095,0.00394498717898168
4451,"Motor vehicles, trailers and semi-trailers",Ships and boats,0.03208757710195473,1.5167973596485291e-05
4452,Ships and boats,Ships and boats,672.9777258024761,0.3181202601729888
4453,Air and spacecraft and related machinery,Ships and boats,0.9202316042387235,0.00043499852392700467
4454,Other transport equipment - 30.2/4/9,Ships and boats,0.1753035723877278,8.286695966161374e-05
4455,Furniture,Ships and boats,15.43848219281383,0.007297855164519205
4456,Other manufactured goods,Ships and boats,8.079212008716736,0.0038190878058274166
4457,Repair and maintenance of ships and boats,Ships and boats,89.0037321299444,0.04207255208600358
4458,Repair and maintenance of aircraft and spacecraft,Ships and boats,0.1885590442635229,8.913289388226779e-05
4459,Rest of repair; Installation - 33.11-14/17/19/20,Ships and boats,6.037022452763823,0.002853733607681219
4460,"Electricity, transmission and distribution",Ships and boats,27.29093720345772,0.012900575621839883
4461,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,Ships and boats,2.958522287119608,0.0013985097033988828
4462,Natural water; water treatment and supply services,Ships and boats,2.1833347630138,0.0010320743112656008
4463,Sewerage services; sewage sludge,Ships and boats,6.635026813256314,0.003136413547076849
4464,"Waste collection, treatment and disposal services; materials recovery services",Ships and boats,12.65439736686936,0.005981803005263823
4465,Remediation services and other waste management services,Ships and boats,0.0,0.0
4466,Construction,Ships and boats,196.5907908755512,0.09292954453488075
4467,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Ships and boats,6.379499156056924,0.0030156242227455964
4468,"Wholesale trade services, except of motor vehicles and motorcycles",Ships and boats,245.5518933475506,0.11607372607250321
4469,"Retail trade services, except of motor vehicles and motorcycles",Ships and boats,66.90464310010728,0.03162619155694614
4470,Rail transport services,Ships and boats,0.05427371781019961,2.5655483931133326e-05
4471,"Land transport services and transport services via pipelines, excluding rail transport",Ships and boats,2.83586188244413,0.0013405274576986142
4472,Water transport services,Ships and boats,0.001819093083886324,8.598952728112309e-07
4473,Air transport services,Ships and boats,0.05159508654552165,2.4389280248372865e-05
4474,Warehousing and support services for transportation,Ships and boats,0.3762853071430325,0.00017787212743910114
4475,Postal and courier services,Ships and boats,5.34872946187026,0.002528373737743159
4476,Accommodation services,Ships and boats,0.0,0.0
4477,Food and beverage serving services,Ships and boats,1.983398034313029,0.000937563123578694
4478,Publishing services,Ships and boats,0.01784850173024783,8.437084611312984e-06
4479,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",Ships and boats,0.0,0.0
4480,Telecommunications services,Ships and boats,3.958856621939374,0.001871373227185463
4481,"Computer programming, consultancy and related services",Ships and boats,50.95291926957157,0.02408572425674443
4482,Information services,Ships and boats,0.9545495388762552,0.00045122079975711953
4483,"Financial services, except insurance and pension funding",Ships and boats,84.06331113495908,0.03973718799885679
4484,"Insurance, reinsurance and pension funding services, except compulsory social security",Ships and boats,17.00462744609599,0.008038180611173059
4485,Services auxiliary to financial services and insurance services,Ships and boats,9.519204410722267,0.004499780108127448
4486,Real estate services on a fee or contract basis,Ships and boats,6.289805201940256e-07,2.973225398942751e-10
4487,Owner-Occupiers' Housing Services,Ships and boats,0.0,0.0
4488,"Real estate services, excluding on a fee or contract basis and imputed rent",Ships and boats,0.1056409514068046,4.993705684148974e-05
4489,Legal services,Ships and boats,22.06815662248809,0.010431738610535668
4490,"Accounting, bookkeeping and auditing services; tax consulting services",Ships and boats,13.49997326403622,0.006381511367203995
4491,Services of head offices; management consulting services,Ships and boats,0.09273694783984984,4.383726361713319e-05
4492,Architectural and engineering services; technical testing and analysis services,Ships and boats,24.80942187847206,0.011727549724338787
4493,Scientific research and development services,Ships and boats,0.0,0.0
4494,Advertising and market research services,Ships and boats,12.09669450626717,0.005718173805794506
4495,"Other professional, scientific and technical services",Ships and boats,4.945981088342043,0.002337992373756308
4496,Veterinary services,Ships and boats,0.0,0.0
4497,Rental and leasing services,Ships and boats,22.40975874155706,0.01059321580484293
4498,Employment services,Ships and boats,217.7196984193487,0.10291729495706443
4499,"Travel agency, tour operator and other reservation services and related services",Ships and boats,0.007801913043719385,3.688007064952273e-06
4500,Security and investigation services,Ships and boats,0.0,0.0
4501,Services to buildings and landscape,Ships and boats,0.0,0.0
4502,"Office administrative, office support and other business support services",Ships and boats,0.02898543130984197,1.3701572274948681e-05
4503,Public administration and defence services; compulsory social security services,Ships and boats,5.048604346342473,0.002386502950381958
4504,Education services,Ships and boats,0.1010831448124419,4.7782556678965204e-05
4505,Human health services,Ships and boats,0.06109572284909078,2.8880283110460806e-05
4506,Residential Care  & Social Work Activities,Ships and boats,0.0,0.0
4507,"Creative, arts and entertainment services",Ships and boats,0.0,0.0
4508,"Libraries, archives, museums and other cultural services",Ships and boats,0.0,0.0
4509,Gambling and betting services,Ships and boats,0.0,0.0
4510,Sports services and amusement and recreation services,Ships and boats,0.0,0.0
4511,Services furnished by membership organisations,Ships and boats,0.008940907688202307,4.2264160772364286e-06
4512,Repair services of computers and personal and household goods,Ships and boats,0.0,0.0
4513,Other personal services,Ships and boats,0.01192093614410308,5.6350918645125004e-06
4514,Services of households as employers of domestic personnel,Ships and boats,0.0,0.0
4515,"Products of agriculture, hunting and related services",Air and spacecraft and related machinery,0.001353027398804826,1.0416868435601712e-07
4516,"Products of forestry, logging and related services",Air and spacecraft and related machinery,0.0,0.0
4517,Fish and other fishing products; aquaculture products; support services to fishing,Air and spacecraft and related machinery,0.0,0.0
4518,Coal and lignite,Air and spacecraft and related machinery,0.0,0.0
4519,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,Air and spacecraft and related machinery,0.00303905181583346,2.3397458885516782e-07
4520,Other mining and quarrying products,Air and spacecraft and related machinery,0.2944834799453794,2.267208830921592e-05
4521,Mining support services,Air and spacecraft and related machinery,0.0,0.0
4522,Preserved meat and meat products,Air and spacecraft and related machinery,4.681909880446,0.0003604571444379516
4523,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",Air and spacecraft and related machinery,3.679719922239703,0.0002832992025415947
4524,Vegetable and animal oils and fats,Air and spacecraft and related machinery,0.01215221264881647,9.355908126915651e-07
4525,Dairy products,Air and spacecraft and related machinery,2.674604058754927,0.0002059159971334429
4526,"Grain mill products, starches and starch products",Air and spacecraft and related machinery,0.0,0.0
4527,Bakery and farinaceous products,Air and spacecraft and related machinery,3.731617382310644,0.0002872947536603557
4528,Other food products,Air and spacecraft and related machinery,1.839195166172176,0.0001415984191475624
4529,Prepared animal feeds,Air and spacecraft and related machinery,0.0,0.0
4530,Alcoholic beverages  & Tobacco products,Air and spacecraft and related machinery,0.0005189644047425433,3.995472620686555e-08
4531,Soft drinks,Air and spacecraft and related machinery,0.0001347981990753234,1.037802417278502e-08
4532,Textiles,Air and spacecraft and related machinery,0.1277214103918497,9.833186893603399e-06
4533,Wearing apparel,Air and spacecraft and related machinery,0.0,0.0
4534,Leather and related products,Air and spacecraft and related machinery,4.394138127330958,0.0003383017875373464
4535,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Air and spacecraft and related machinery,7.759795957555683,0.0005974215573784672
4536,Paper and paper products,Air and spacecraft and related machinery,9.240109538480905,0.0007113899206913881
4537,Printing and recording services,Air and spacecraft and related machinery,0.005490754153576986,4.227295299457249e-07
4538,Coke and refined petroleum products,Air and spacecraft and related machinery,8.956814568537393,0.0006895792283656004
4539,"Paints, varnishes and similar coatings, printing ink and mastics",Air and spacecraft and related machinery,0.3319025320516165,2.5552956376779896e-05
4540,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Air and spacecraft and related machinery,0.0002313030069390902,1.7807865488695367e-08
4541,Other chemical products,Air and spacecraft and related machinery,0.9882496785123828,7.608468898473618e-05
4542,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",Air and spacecraft and related machinery,5.312369397027722,0.0004089958055471507
4543,Petrochemicals - 20.14/16/17/60,Air and spacecraft and related machinery,80.10623287126533,0.006167325875505158
4544,"Dyestuffs, agro-chemicals - 20.12/20",Air and spacecraft and related machinery,0.0,0.0
4545,Basic pharmaceutical products and pharmaceutical preparations,Air and spacecraft and related machinery,0.02061479996876546,1.587119812138058e-06
4546,Rubber and plastic products,Air and spacecraft and related machinery,282.6926249380824,0.021764318182293414
4547,"Cement, lime, plaster and articles of concrete, cement and plaster",Air and spacecraft and related machinery,0.1215488745474579,9.357967442305798e-06
4548,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",Air and spacecraft and related machinery,1.042808944635132,8.028517079054212e-05
4549,Basic iron and steel,Air and spacecraft and related machinery,1134.578901648764,0.08735047907178059
4550,Other basic metals and casting,Air and spacecraft and related machinery,418.0241734929492,0.03218340457867796
4551,Weapons and ammunition,Air and spacecraft and related machinery,0.0,0.0
4552,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",Air and spacecraft and related machinery,902.8221048289602,0.06950767660036797
4553,"Computer, electronic and optical products",Air and spacecraft and related machinery,27.80629542520893,0.002140788289887822
4554,Electrical equipment,Air and spacecraft and related machinery,1471.86410718359,0.113317843919194
4555,Machinery and equipment n.e.c.,Air and spacecraft and related machinery,1.697548708524358,0.00013069315207765887
4556,"Motor vehicles, trailers and semi-trailers",Air and spacecraft and related machinery,0.8935363175931731,6.879276998397847e-05
4557,Ships and boats,Air and spacecraft and related machinery,0.01609334863788302,1.239016265281704e-06
4558,Air and spacecraft and related machinery,Air and spacecraft and related machinery,2217.336862092984,0.17071129816170405
4559,Other transport equipment - 30.2/4/9,Air and spacecraft and related machinery,1.517045486886847,0.00011679632845338402
4560,Furniture,Air and spacecraft and related machinery,0.9090260690524478,6.998531570178111e-05
4561,Other manufactured goods,Air and spacecraft and related machinery,7.926818543146164,0.0006102805157514235
4562,Repair and maintenance of ships and boats,Air and spacecraft and related machinery,0.0002863166662328536,2.2043330724139693e-08
4563,Repair and maintenance of aircraft and spacecraft,Air and spacecraft and related machinery,368.4415717815979,0.02836607287365687
4564,Rest of repair; Installation - 33.11-14/17/19/20,Air and spacecraft and related machinery,328.8229120224233,0.025315858468015543
4565,"Electricity, transmission and distribution",Air and spacecraft and related machinery,153.7720975473588,0.011838812064207224
4566,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,Air and spacecraft and related machinery,49.77088847669375,0.0038318277785260976
4567,Natural water; water treatment and supply services,Air and spacecraft and related machinery,12.54506517838893,0.0009658362690567836
4568,Sewerage services; sewage sludge,Air and spacecraft and related machinery,7.126273031231495,0.0005486470463797552
4569,"Waste collection, treatment and disposal services; materials recovery services",Air and spacecraft and related machinery,18.59052981193197,0.0014312725918934734
4570,Remediation services and other waste management services,Air and spacecraft and related machinery,0.0,0.0
4571,Construction,Air and spacecraft and related machinery,6.553568472150853,0.000504554901241511
4572,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Air and spacecraft and related machinery,22.25696812498461,0.0017135492521300347
4573,"Wholesale trade services, except of motor vehicles and motorcycles",Air and spacecraft and related machinery,1738.853672901232,0.13387319396026365
4574,"Retail trade services, except of motor vehicles and motorcycles",Air and spacecraft and related machinery,486.5630915059017,0.037460170535450775
4575,Rail transport services,Air and spacecraft and related machinery,1.015098208120423,7.81517395179579e-05
4576,"Land transport services and transport services via pipelines, excluding rail transport",Air and spacecraft and related machinery,151.1051216052504,0.011633483350728113
4577,Water transport services,Air and spacecraft and related machinery,0.9133678019526157,7.031958284554719e-05
4578,Air transport services,Air and spacecraft and related machinery,14.08276109035371,0.001084222460075893
4579,Warehousing and support services for transportation,Air and spacecraft and related machinery,69.90167415838741,0.005381683650895957
4580,Postal and courier services,Air and spacecraft and related machinery,19.24889312618858,0.0014819595479262616
4581,Accommodation services,Air and spacecraft and related machinery,0.00303905181583346,2.3397458885516782e-07
4582,Food and beverage serving services,Air and spacecraft and related machinery,8.311893900249286,0.0006399272127531167
4583,Publishing services,Air and spacecraft and related machinery,51.97192835634826,0.004001284382790924
4584,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",Air and spacecraft and related machinery,0.0,0.0
4585,Telecommunications services,Air and spacecraft and related machinery,43.49387041720293,0.003348564310606895
4586,"Computer programming, consultancy and related services",Air and spacecraft and related machinery,512.6256838669053,0.039466712279949884
4587,Information services,Air and spacecraft and related machinery,11.42217871583305,0.0008793859831357807
4588,"Financial services, except insurance and pension funding",Air and spacecraft and related machinery,939.8223832849534,0.07235630356163401
4589,"Insurance, reinsurance and pension funding services, except compulsory social security",Air and spacecraft and related machinery,29.34362156786529,0.0022591460126124927
4590,Services auxiliary to financial services and insurance services,Air and spacecraft and related machinery,35.43964276300611,0.002728474651681549
4591,Real estate services on a fee or contract basis,Air and spacecraft and related machinery,0.0001347981990753234,1.037802417278502e-08
4592,Owner-Occupiers' Housing Services,Air and spacecraft and related machinery,0.0,0.0
4593,"Real estate services, excluding on a fee or contract basis and imputed rent",Air and spacecraft and related machinery,0.5631844435029116,4.335919773782537e-05
4594,Legal services,Air and spacecraft and related machinery,21.23044448868268,0.0016345178764547283
4595,"Accounting, bookkeeping and auditing services; tax consulting services",Air and spacecraft and related machinery,32.915724246604,0.0025341598347697566
4596,Services of head offices; management consulting services,Air and spacecraft and related machinery,52.12185381743333,0.004012827044858593
4597,Architectural and engineering services; technical testing and analysis services,Air and spacecraft and related machinery,911.1304794363552,0.07014733286509238
4598,Scientific research and development services,Air and spacecraft and related machinery,0.0,0.0
4599,Advertising and market research services,Air and spacecraft and related machinery,14.79420517113381,0.0011389960692084228
4600,"Other professional, scientific and technical services",Air and spacecraft and related machinery,13.67173855413483,0.0010525781069191022
4601,Veterinary services,Air and spacecraft and related machinery,0.0,0.0
4602,Rental and leasing services,Air and spacecraft and related machinery,35.69205809545645,0.0027479079411447667
4603,Employment services,Air and spacecraft and related machinery,143.5237341962221,0.011049797349476878
4604,"Travel agency, tour operator and other reservation services and related services",Air and spacecraft and related machinery,12.29425525933335,0.0009465265793087877
4605,Security and investigation services,Air and spacecraft and related machinery,0.0,0.0
4606,Services to buildings and landscape,Air and spacecraft and related machinery,0.0,0.0
4607,"Office administrative, office support and other business support services",Air and spacecraft and related machinery,0.2426356692895618,1.8680359666080373e-05
4608,Public administration and defence services; compulsory social security services,Air and spacecraft and related machinery,31.95414099150742,0.0024601281760829718
4609,Education services,Air and spacecraft and related machinery,32.8844161192343,0.0025317494427550546
4610,Human health services,Air and spacecraft and related machinery,0.2764842943377484,2.1286342916415386e-05
4611,Residential Care  & Social Work Activities,Air and spacecraft and related machinery,0.001420454545454545,1.0935985577101272e-07
4612,"Creative, arts and entertainment services",Air and spacecraft and related machinery,0.0,0.0
4613,"Libraries, archives, museums and other cultural services",Air and spacecraft and related machinery,0.0,0.0
4614,Gambling and betting services,Air and spacecraft and related machinery,0.0,0.0
4615,Sports services and amusement and recreation services,Air and spacecraft and related machinery,0.0,0.0
4616,Services furnished by membership organisations,Air and spacecraft and related machinery,0.0523592585083772,4.031104674962325e-06
4617,Repair services of computers and personal and household goods,Air and spacecraft and related machinery,0.0,0.0
4618,Other personal services,Air and spacecraft and related machinery,0.05219045015137758,4.0181082312299335e-06
4619,Services of households as employers of domestic personnel,Air and spacecraft and related machinery,0.0,0.0
4620,"Products of agriculture, hunting and related services",Other transport equipment - 30.2/4/9,0.002859787136812692,1.9372663563080278e-06
4621,"Products of forestry, logging and related services",Other transport equipment - 30.2/4/9,0.0,0.0
4622,Fish and other fishing products; aquaculture products; support services to fishing,Other transport equipment - 30.2/4/9,0.0,0.0
4623,Coal and lignite,Other transport equipment - 30.2/4/9,0.001454520815808971,9.853160764115231e-07
4624,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,Other transport equipment - 30.2/4/9,0.0009117155447500378,6.176109503505952e-07
4625,Other mining and quarrying products,Other transport equipment - 30.2/4/9,0.114196928950059,7.735885849714467e-05
4626,Mining support services,Other transport equipment - 30.2/4/9,0.0,0.0
4627,Preserved meat and meat products,Other transport equipment - 30.2/4/9,0.5560420061685722,0.00037667190588351455
4628,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",Other transport equipment - 30.2/4/9,0.3606335395771129,0.0002442990298773344
4629,Vegetable and animal oils and fats,Other transport equipment - 30.2/4/9,0.02893762564007182,1.9602818637203856e-05
4630,Dairy products,Other transport equipment - 30.2/4/9,0.06642303390815875,4.499604436209876e-05
4631,"Grain mill products, starches and starch products",Other transport equipment - 30.2/4/9,0.0,0.0
4632,Bakery and farinaceous products,Other transport equipment - 30.2/4/9,0.4775283256258472,0.00032348546068715665
4633,Other food products,Other transport equipment - 30.2/4/9,0.1782876141875274,0.000120774931905201
4634,Prepared animal feeds,Other transport equipment - 30.2/4/9,0.0,0.0
4635,Alcoholic beverages  & Tobacco products,Other transport equipment - 30.2/4/9,0.0007036610229558258,4.766714307054723e-07
4636,Soft drinks,Other transport equipment - 30.2/4/9,0.0002887615208352283,1.9561175449369366e-07
4637,Textiles,Other transport equipment - 30.2/4/9,0.1283933309132551,8.697573226718931e-05
4638,Wearing apparel,Other transport equipment - 30.2/4/9,0.0,0.0
4639,Leather and related products,Other transport equipment - 30.2/4/9,0.0190631545910911,1.2913691218144164e-05
4640,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Other transport equipment - 30.2/4/9,1.305213843964732,0.0008841731033584839
4641,Paper and paper products,Other transport equipment - 30.2/4/9,1.361307020852567,0.0009221715344320464
4642,Printing and recording services,Other transport equipment - 30.2/4/9,0.008043013504205254,5.448468266905319e-06
4643,Coke and refined petroleum products,Other transport equipment - 30.2/4/9,2.093514858215928,0.0014181810418844208
4644,"Paints, varnishes and similar coatings, printing ink and mastics",Other transport equipment - 30.2/4/9,2.222341664531038,0.0015054504174446686
4645,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Other transport equipment - 30.2/4/9,0.0009087064121635204,6.155725149557052e-07
4646,Other chemical products,Other transport equipment - 30.2/4/9,0.01937713912533907,1.312638945248813e-05
4647,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",Other transport equipment - 30.2/4/9,0.1055977982821957,7.15336674114491e-05
4648,Petrochemicals - 20.14/16/17/60,Other transport equipment - 30.2/4/9,1.696705746775828,0.001149376090783706
4649,"Dyestuffs, agro-chemicals - 20.12/20",Other transport equipment - 30.2/4/9,0.0,0.0
4650,Basic pharmaceutical products and pharmaceutical preparations,Other transport equipment - 30.2/4/9,0.1128592295357336,7.645267913964401e-05
4651,Rubber and plastic products,Other transport equipment - 30.2/4/9,3.453692460712301,0.002339587489938014
4652,"Cement, lime, plaster and articles of concrete, cement and plaster",Other transport equipment - 30.2/4/9,0.1896164397405245,0.0001284492627383568
4653,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",Other transport equipment - 30.2/4/9,0.2114645828836894,0.00014324955053398217
4654,Basic iron and steel,Other transport equipment - 30.2/4/9,27.66138310746974,0.018738271171739367
4655,Other basic metals and casting,Other transport equipment - 30.2/4/9,3.232302419883461,0.002189614272631574
4656,Weapons and ammunition,Other transport equipment - 30.2/4/9,0.0,0.0
4657,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",Other transport equipment - 30.2/4/9,9.328199488263522,0.006319074171962155
4658,"Computer, electronic and optical products",Other transport equipment - 30.2/4/9,8.562937983845385,0.0058006735724199015
4659,Electrical equipment,Other transport equipment - 30.2/4/9,1.599258321691501,0.0010833636188431841
4660,Machinery and equipment n.e.c.,Other transport equipment - 30.2/4/9,3.329554392215933,0.002255494341696531
4661,"Motor vehicles, trailers and semi-trailers",Other transport equipment - 30.2/4/9,0.03140325702995996,2.1273077474723815e-05
4662,Ships and boats,Other transport equipment - 30.2/4/9,0.02301515548076312,1.559084094901326e-05
4663,Air and spacecraft and related machinery,Other transport equipment - 30.2/4/9,2.584230692053998,0.0017505999352925696
4664,Other transport equipment - 30.2/4/9,Other transport equipment - 30.2/4/9,484.5793196737661,0.3282619188268997
4665,Furniture,Other transport equipment - 30.2/4/9,0.9884048914067385,0.0006695615620771912
4666,Other manufactured goods,Other transport equipment - 30.2/4/9,0.04387402876379433,2.9720981238666373e-05
4667,Repair and maintenance of ships and boats,Other transport equipment - 30.2/4/9,0.002026140900289955,1.3725408261141066e-06
4668,Repair and maintenance of aircraft and spacecraft,Other transport equipment - 30.2/4/9,0.4598530994017703,0.00031151197473666014
4669,Rest of repair; Installation - 33.11-14/17/19/20,Other transport equipment - 30.2/4/9,34.67521127629309,0.02348955254002009
4670,"Electricity, transmission and distribution",Other transport equipment - 30.2/4/9,11.95105123085933,0.008095836635541115
4671,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,Other transport equipment - 30.2/4/9,3.33525838119723,0.002259358316678436
4672,Natural water; water treatment and supply services,Other transport equipment - 30.2/4/9,1.091568581495268,0.0007394463249773561
4673,Sewerage services; sewage sludge,Other transport equipment - 30.2/4/9,1.016900578868164,0.000688865004598586
4674,"Waste collection, treatment and disposal services; materials recovery services",Other transport equipment - 30.2/4/9,5.886979356120197,0.003987935640413549
4675,Remediation services and other waste management services,Other transport equipment - 30.2/4/9,0.0,0.0
4676,Construction,Other transport equipment - 30.2/4/9,11.4787750355268,0.007775909053405553
