,domestic input requirements,output product,value,proportion
0,"Products of agriculture, hunting and related services","Products of agriculture, hunting and related services",3197.593646864686,0.21118551857538478
1,"Products of forestry, logging and related services","Products of agriculture, hunting and related services",114.4286303630363,0.0075574548588385635
2,Fish and other fishing products; aquaculture products; support services to fishing,"Products of agriculture, hunting and related services",0.0,0.0
3,Coal and lignite,"Products of agriculture, hunting and related services",0.0,0.0
4,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,"Products of agriculture, hunting and related services",0.0,0.0
5,Other mining and quarrying products,"Products of agriculture, hunting and related services",0.0,0.0
6,Mining support services,"Products of agriculture, hunting and related services",0.0,0.0
7,Preserved meat and meat products,"Products of agriculture, hunting and related services",10.07050848883216,0.0006651081383080547
8,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables","Products of agriculture, hunting and related services",7.330533495198974,0.0004841461075380148
9,Vegetable and animal oils and fats,"Products of agriculture, hunting and related services",0.0002254333957032395,1.4888780074503697e-08
10,Dairy products,"Products of agriculture, hunting and related services",6.414202718711872,0.00042362691354700836
11,"Grain mill products, starches and starch products","Products of agriculture, hunting and related services",3.661716171617161,0.000241838555482834
12,Bakery and farinaceous products,"Products of agriculture, hunting and related services",10.99394041728391,0.0007260963288714076
13,Other food products,"Products of agriculture, hunting and related services",1.830970802506432,0.00012092672213145423
14,Prepared animal feeds,"Products of agriculture, hunting and related services",1233.082920792079,0.08143913355884434
15,Alcoholic beverages  & Tobacco products,"Products of agriculture, hunting and related services",0.0,0.0
16,Soft drinks,"Products of agriculture, hunting and related services",0.0,0.0
17,Textiles,"Products of agriculture, hunting and related services",0.0,0.0
18,Wearing apparel,"Products of agriculture, hunting and related services",0.0,0.0
19,Leather and related products,"Products of agriculture, hunting and related services",0.0,0.0
20,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","Products of agriculture, hunting and related services",0.0,0.0
21,Paper and paper products,"Products of agriculture, hunting and related services",55.84128433385956,0.0036880454155032555
22,Printing and recording services,"Products of agriculture, hunting and related services",0.0,0.0
23,Coke and refined petroleum products,"Products of agriculture, hunting and related services",925.5096958959293,0.06112541700411992
24,"Paints, varnishes and similar coatings, printing ink and mastics","Products of agriculture, hunting and related services",0.0,0.0
25,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","Products of agriculture, hunting and related services",0.0,0.0
26,Other chemical products,"Products of agriculture, hunting and related services",0.0,0.0
27,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15","Products of agriculture, hunting and related services",482.431105610561,0.03186222968486338
28,Petrochemicals - 20.14/16/17/60,"Products of agriculture, hunting and related services",0.0,0.0
29,"Dyestuffs, agro-chemicals - 20.12/20","Products of agriculture, hunting and related services",1400.606435643564,0.092503247472184
30,Basic pharmaceutical products and pharmaceutical preparations,"Products of agriculture, hunting and related services",218.7875412541254,0.01444985369009933
31,Rubber and plastic products,"Products of agriculture, hunting and related services",759.8062183272589,0.05018150770707809
32,"Cement, lime, plaster and articles of concrete, cement and plaster","Products of agriculture, hunting and related services",0.0,0.0
33,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9","Products of agriculture, hunting and related services",0.0,0.0
34,Basic iron and steel,"Products of agriculture, hunting and related services",0.0,0.0
35,Other basic metals and casting,"Products of agriculture, hunting and related services",0.0,0.0
36,Weapons and ammunition,"Products of agriculture, hunting and related services",0.0,0.0
37,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9","Products of agriculture, hunting and related services",163.9056454753322,0.010825171225581309
38,"Computer, electronic and optical products","Products of agriculture, hunting and related services",0.009355485921684437,6.178843730919034e-07
39,Electrical equipment,"Products of agriculture, hunting and related services",0.0,0.0
40,Machinery and equipment n.e.c.,"Products of agriculture, hunting and related services",6.408003300330033,0.0004232174720949595
41,"Motor vehicles, trailers and semi-trailers","Products of agriculture, hunting and related services",0.0,0.0
42,Ships and boats,"Products of agriculture, hunting and related services",0.0,0.0
43,Air and spacecraft and related machinery,"Products of agriculture, hunting and related services",0.0,0.0
44,Other transport equipment - 30.2/4/9,"Products of agriculture, hunting and related services",0.0,0.0
45,Furniture,"Products of agriculture, hunting and related services",0.0,0.0
46,Other manufactured goods,"Products of agriculture, hunting and related services",16.47783548897508,0.0010882809440627905
47,Repair and maintenance of ships and boats,"Products of agriculture, hunting and related services",0.0,0.0
48,Repair and maintenance of aircraft and spacecraft,"Products of agriculture, hunting and related services",0.0,0.0
49,Rest of repair; Installation - 33.11-14/17/19/20,"Products of agriculture, hunting and related services",48.56846178796062,0.003207710835664314
50,"Electricity, transmission and distribution","Products of agriculture, hunting and related services",254.5241033870289,0.016810079922578477
51,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,"Products of agriculture, hunting and related services",3.671635241028103,0.0002424936618061121
52,Natural water; water treatment and supply services,"Products of agriculture, hunting and related services",27.46985972239551,0.0018142507183035645
53,Sewerage services; sewage sludge,"Products of agriculture, hunting and related services",52.18340052996935,0.0034464599692816877
54,"Waste collection, treatment and disposal services; materials recovery services","Products of agriculture, hunting and related services",130.9081566024792,0.008645847468751916
55,Remediation services and other waste management services,"Products of agriculture, hunting and related services",0.0,0.0
56,Construction,"Products of agriculture, hunting and related services",255.4350237620191,0.016870241785847694
57,Wholesale and retail trade and repair services of motor vehicles and motorcycles,"Products of agriculture, hunting and related services",271.8828766093656,0.01795654252216057
58,"Wholesale trade services, except of motor vehicles and motorcycles","Products of agriculture, hunting and related services",1718.29243779024,0.11348486381148043
59,"Retail trade services, except of motor vehicles and motorcycles","Products of agriculture, hunting and related services",407.37742119559,0.026905298625249076
60,Rail transport services,"Products of agriculture, hunting and related services",0.0,0.0
61,"Land transport services and transport services via pipelines, excluding rail transport","Products of agriculture, hunting and related services",332.3607078575145,0.021950809325567006
62,Water transport services,"Products of agriculture, hunting and related services",0.0,0.0
63,Air transport services,"Products of agriculture, hunting and related services",0.04418494555783494,2.918200894602725e-06
64,Warehousing and support services for transportation,"Products of agriculture, hunting and related services",0.08724272413715367,5.7619578888329305e-06
65,Postal and courier services,"Products of agriculture, hunting and related services",54.9842425404424,0.003631441970671843
66,Accommodation services,"Products of agriculture, hunting and related services",0.08656642395004395,5.717291548609419e-06
67,Food and beverage serving services,"Products of agriculture, hunting and related services",3.698349098418938,0.0002442579822449409
68,Publishing services,"Products of agriculture, hunting and related services",0.0,0.0
69,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities","Products of agriculture, hunting and related services",0.0,0.0
70,Telecommunications services,"Products of agriculture, hunting and related services",189.5609910331077,0.012519582102698865
71,"Computer programming, consultancy and related services","Products of agriculture, hunting and related services",66.0012898807859,0.004359064399500888
72,Information services,"Products of agriculture, hunting and related services",0.04689014630627381,3.096866255496769e-06
73,"Financial services, except insurance and pension funding","Products of agriculture, hunting and related services",968.5561643683249,0.06396842702076025
74,"Insurance, reinsurance and pension funding services, except compulsory social security","Products of agriculture, hunting and related services",162.0342093782971,0.010701571967426486
75,Services auxiliary to financial services and insurance services,"Products of agriculture, hunting and related services",0.05117338082463536,3.379753076912339e-06
76,Real estate services on a fee or contract basis,"Products of agriculture, hunting and related services",0.0,0.0
77,Owner-Occupiers' Housing Services,"Products of agriculture, hunting and related services",0.0,0.0
78,"Real estate services, excluding on a fee or contract basis and imputed rent","Products of agriculture, hunting and related services",0.0599652832570617,3.960415499817983e-06
79,Legal services,"Products of agriculture, hunting and related services",11.95468157272455,0.0007895486125370912
80,"Accounting, bookkeeping and auditing services; tax consulting services","Products of agriculture, hunting and related services",11.05672361798726,0.0007302428541221567
81,Services of head offices; management consulting services,"Products of agriculture, hunting and related services",31.14938513227323,0.0020572654874122845
82,Architectural and engineering services; technical testing and analysis services,"Products of agriculture, hunting and related services",61.3338585912853,0.004050803248727506
83,Scientific research and development services,"Products of agriculture, hunting and related services",0.0,0.0
84,Advertising and market research services,"Products of agriculture, hunting and related services",109.8992770284039,0.007258313085860813
85,"Other professional, scientific and technical services","Products of agriculture, hunting and related services",164.8577074450383,0.010888050291214127
86,Veterinary services,"Products of agriculture, hunting and related services",424.7590759075908,0.028053272436008747
87,Rental and leasing services,"Products of agriculture, hunting and related services",374.4318947204466,0.024729406732226858
88,Employment services,"Products of agriculture, hunting and related services",374.4491403752178,0.02473054572390255
89,"Travel agency, tour operator and other reservation services and related services","Products of agriculture, hunting and related services",0.0,0.0
90,Security and investigation services,"Products of agriculture, hunting and related services",0.002705200748438873,1.786653608940443e-07
91,Services to buildings and landscape,"Products of agriculture, hunting and related services",0.003043350841993733,2.0099853100579993e-07
92,"Office administrative, office support and other business support services","Products of agriculture, hunting and related services",0.4156991816767736,2.7454910457384816e-05
93,Public administration and defence services; compulsory social security services,"Products of agriculture, hunting and related services",13.73853679552901,0.0009073635796329745
94,Education services,"Products of agriculture, hunting and related services",0.01375143713789761,9.082155845447257e-07
95,Human health services,"Products of agriculture, hunting and related services",0.0,0.0
96,Residential Care  & Social Work Activities,"Products of agriculture, hunting and related services",0.0,0.0
97,"Creative, arts and entertainment services","Products of agriculture, hunting and related services",0.01194796997227169,7.891053439486957e-07
98,"Libraries, archives, museums and other cultural services","Products of agriculture, hunting and related services",0.0,0.0
99,Gambling and betting services,"Products of agriculture, hunting and related services",0.0,0.0
100,Sports services and amusement and recreation services,"Products of agriculture, hunting and related services",0.0,0.0
101,Services furnished by membership organisations,"Products of agriculture, hunting and related services",0.006424851777542325,4.2433023212335535e-07
102,Repair services of computers and personal and household goods,"Products of agriculture, hunting and related services",0.0,0.0
103,Other personal services,"Products of agriculture, hunting and related services",0.0,0.0
104,Services of households as employers of domestic personnel,"Products of agriculture, hunting and related services",0.0,0.0
105,"Products of agriculture, hunting and related services","Products of forestry, logging and related services",0.0,0.0
106,"Products of forestry, logging and related services","Products of forestry, logging and related services",308.8990825688073,0.39913700107874867
107,Fish and other fishing products; aquaculture products; support services to fishing,"Products of forestry, logging and related services",0.0,0.0
108,Coal and lignite,"Products of forestry, logging and related services",0.0,0.0
109,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,"Products of forestry, logging and related services",0.0,0.0
110,Other mining and quarrying products,"Products of forestry, logging and related services",0.0,0.0
111,Mining support services,"Products of forestry, logging and related services",0.0,0.0
112,Preserved meat and meat products,"Products of forestry, logging and related services",0.8348623853211009,0.0010787486515641857
113,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables","Products of forestry, logging and related services",0.0,0.0
114,Vegetable and animal oils and fats,"Products of forestry, logging and related services",0.0,0.0
115,Dairy products,"Products of forestry, logging and related services",0.0,0.0
116,"Grain mill products, starches and starch products","Products of forestry, logging and related services",0.0,0.0
117,Bakery and farinaceous products,"Products of forestry, logging and related services",0.8348623853211009,0.0010787486515641857
118,Other food products,"Products of forestry, logging and related services",0.0,0.0
119,Prepared animal feeds,"Products of forestry, logging and related services",0.0,0.0
120,Alcoholic beverages  & Tobacco products,"Products of forestry, logging and related services",0.0,0.0
121,Soft drinks,"Products of forestry, logging and related services",0.0,0.0
122,Textiles,"Products of forestry, logging and related services",0.0,0.0
123,Wearing apparel,"Products of forestry, logging and related services",0.0,0.0
124,Leather and related products,"Products of forestry, logging and related services",0.0,0.0
125,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials","Products of forestry, logging and related services",0.0,0.0
126,Paper and paper products,"Products of forestry, logging and related services",0.8348623853211009,0.0010787486515641857
127,Printing and recording services,"Products of forestry, logging and related services",0.0,0.0
128,Coke and refined petroleum products,"Products of forestry, logging and related services",34.22935779816514,0.04422869471413162
129,"Paints, varnishes and similar coatings, printing ink and mastics","Products of forestry, logging and related services",0.0,0.0
130,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","Products of forestry, logging and related services",0.0,0.0
131,Other chemical products,"Products of forestry, logging and related services",0.8348623853211009,0.0010787486515641857
132,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15","Products of forestry, logging and related services",0.0,0.0
133,Petrochemicals - 20.14/16/17/60,"Products of forestry, logging and related services",0.0,0.0
134,"Dyestuffs, agro-chemicals - 20.12/20","Products of forestry, logging and related services",0.0,0.0
135,Basic pharmaceutical products and pharmaceutical preparations,"Products of forestry, logging and related services",0.0,0.0
136,Rubber and plastic products,"Products of forestry, logging and related services",0.0,0.0
137,"Cement, lime, plaster and articles of concrete, cement and plaster","Products of forestry, logging and related services",0.0,0.0
138,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9","Products of forestry, logging and related services",0.0,0.0
139,Basic iron and steel,"Products of forestry, logging and related services",0.0,0.0
140,Other basic metals and casting,"Products of forestry, logging and related services",0.0,0.0
141,Weapons and ammunition,"Products of forestry, logging and related services",0.0,0.0
142,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9","Products of forestry, logging and related services",0.0,0.0
143,"Computer, electronic and optical products","Products of forestry, logging and related services",0.8348623853211009,0.0010787486515641857
144,Electrical equipment,"Products of forestry, logging and related services",0.0,0.0
145,Machinery and equipment n.e.c.,"Products of forestry, logging and related services",24.21100917431193,0.03128371089536139
146,"Motor vehicles, trailers and semi-trailers","Products of forestry, logging and related services",51.76146788990825,0.06688241639697952
147,Ships and boats,"Products of forestry, logging and related services",0.0,0.0
148,Air and spacecraft and related machinery,"Products of forestry, logging and related services",0.0,0.0
149,Other transport equipment - 30.2/4/9,"Products of forestry, logging and related services",0.0,0.0
150,Furniture,"Products of forestry, logging and related services",0.0,0.0
151,Other manufactured goods,"Products of forestry, logging and related services",1.669724770642202,0.0021574973031283718
152,Repair and maintenance of ships and boats,"Products of forestry, logging and related services",0.0,0.0
153,Repair and maintenance of aircraft and spacecraft,"Products of forestry, logging and related services",0.0,0.0
154,Rest of repair; Installation - 33.11-14/17/19/20,"Products of forestry, logging and related services",3.339449541284404,0.0043149946062567435
155,"Electricity, transmission and distribution","Products of forestry, logging and related services",7.513761467889908,0.00970873786407767
156,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,"Products of forestry, logging and related services",0.0,0.0
157,Natural water; water treatment and supply services,"Products of forestry, logging and related services",0.0,0.0
158,Sewerage services; sewage sludge,"Products of forestry, logging and related services",0.0,0.0
159,"Waste collection, treatment and disposal services; materials recovery services","Products of forestry, logging and related services",0.8348623853211009,0.0010787486515641857
160,Remediation services and other waste management services,"Products of forestry, logging and related services",0.0,0.0
161,Construction,"Products of forestry, logging and related services",40.90825688073394,0.05285868392664509
162,Wholesale and retail trade and repair services of motor vehicles and motorcycles,"Products of forestry, logging and related services",58.44036697247706,0.075512405609493
163,"Wholesale trade services, except of motor vehicles and motorcycles","Products of forestry, logging and related services",106.0275229357798,0.13700107874865158
164,"Retail trade services, except of motor vehicles and motorcycles","Products of forestry, logging and related services",17.53211009174312,0.022653721682847905
165,Rail transport services,"Products of forestry, logging and related services",1.669724770642202,0.0021574973031283718
166,"Land transport services and transport services via pipelines, excluding rail transport","Products of forestry, logging and related services",6.678899082568807,0.008629989212513485
167,Water transport services,"Products of forestry, logging and related services",0.0,0.0
168,Air transport services,"Products of forestry, logging and related services",0.0,0.0
169,Warehousing and support services for transportation,"Products of forestry, logging and related services",0.0,0.0
170,Postal and courier services,"Products of forestry, logging and related services",0.8348623853211009,0.0010787486515641857
171,Accommodation services,"Products of forestry, logging and related services",0.0,0.0
172,Food and beverage serving services,"Products of forestry, logging and related services",1.669724770642202,0.0021574973031283718
173,Publishing services,"Products of forestry, logging and related services",0.0,0.0
174,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities","Products of forestry, logging and related services",0.0,0.0
175,Telecommunications services,"Products of forestry, logging and related services",5.844036697247707,0.007551240560949301
176,"Computer programming, consultancy and related services","Products of forestry, logging and related services",5.844036697247707,0.007551240560949301
177,Information services,"Products of forestry, logging and related services",0.0,0.0
178,"Financial services, except insurance and pension funding","Products of forestry, logging and related services",18.36697247706422,0.023732470334412087
179,"Insurance, reinsurance and pension funding services, except compulsory social security","Products of forestry, logging and related services",21.70642201834862,0.02804746494066882
180,Services auxiliary to financial services and insurance services,"Products of forestry, logging and related services",0.0,0.0
181,Real estate services on a fee or contract basis,"Products of forestry, logging and related services",0.0,0.0
182,Owner-Occupiers' Housing Services,"Products of forestry, logging and related services",0.0,0.0
183,"Real estate services, excluding on a fee or contract basis and imputed rent","Products of forestry, logging and related services",0.0,0.0
184,Legal services,"Products of forestry, logging and related services",0.8348623853211009,0.0010787486515641857
185,"Accounting, bookkeeping and auditing services; tax consulting services","Products of forestry, logging and related services",13.35779816513761,0.017259978425026964
186,Services of head offices; management consulting services,"Products of forestry, logging and related services",0.8348623853211009,0.0010787486515641857
187,Architectural and engineering services; technical testing and analysis services,"Products of forestry, logging and related services",0.0,0.0
188,Scientific research and development services,"Products of forestry, logging and related services",0.0,0.0
189,Advertising and market research services,"Products of forestry, logging and related services",1.669724770642202,0.0021574973031283718
190,"Other professional, scientific and technical services","Products of forestry, logging and related services",0.0,0.0
191,Veterinary services,"Products of forestry, logging and related services",0.0,0.0
192,Rental and leasing services,"Products of forestry, logging and related services",23.37614678899083,0.030204962243797207
193,Employment services,"Products of forestry, logging and related services",5.844036697247707,0.007551240560949301
194,"Travel agency, tour operator and other reservation services and related services","Products of forestry, logging and related services",0.0,0.0
195,Security and investigation services,"Products of forestry, logging and related services",0.0,0.0
196,Services to buildings and landscape,"Products of forestry, logging and related services",0.0,0.0
197,"Office administrative, office support and other business support services","Products of forestry, logging and related services",0.0,0.0
198,Public administration and defence services; compulsory social security services,"Products of forestry, logging and related services",3.339449541284404,0.0043149946062567435
199,Education services,"Products of forestry, logging and related services",0.0,0.0
200,Human health services,"Products of forestry, logging and related services",0.0,0.0
201,Residential Care  & Social Work Activities,"Products of forestry, logging and related services",0.0,0.0
202,"Creative, arts and entertainment services","Products of forestry, logging and related services",0.0,0.0
203,"Libraries, archives, museums and other cultural services","Products of forestry, logging and related services",0.0,0.0
204,Gambling and betting services,"Products of forestry, logging and related services",0.0,0.0
205,Sports services and amusement and recreation services,"Products of forestry, logging and related services",0.0,0.0
206,Services furnished by membership organisations,"Products of forestry, logging and related services",2.504587155963303,0.0032362459546925577
207,Repair services of computers and personal and household goods,"Products of forestry, logging and related services",0.0,0.0
208,Other personal services,"Products of forestry, logging and related services",0.0,0.0
209,Services of households as employers of domestic personnel,"Products of forestry, logging and related services",0.0,0.0
210,"Products of agriculture, hunting and related services",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
211,"Products of forestry, logging and related services",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
212,Fish and other fishing products; aquaculture products; support services to fishing,Fish and other fishing products; aquaculture products; support services to fishing,35.38635197537199,0.03333333333333333
213,Coal and lignite,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
214,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
215,Other mining and quarrying products,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
216,Mining support services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
217,Preserved meat and meat products,Fish and other fishing products; aquaculture products; support services to fishing,0.9563878912262699,0.0009009009009009009
218,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
219,Vegetable and animal oils and fats,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
220,Dairy products,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
221,"Grain mill products, starches and starch products",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
222,Bakery and farinaceous products,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
223,Other food products,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
224,Prepared animal feeds,Fish and other fishing products; aquaculture products; support services to fishing,268.7449974345818,0.2531531531531531
225,Alcoholic beverages  & Tobacco products,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
226,Soft drinks,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
227,Textiles,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
228,Wearing apparel,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
229,Leather and related products,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
230,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
231,Paper and paper products,Fish and other fishing products; aquaculture products; support services to fishing,2.869163673678809,0.002702702702702702
232,Printing and recording services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
233,Coke and refined petroleum products,Fish and other fishing products; aquaculture products; support services to fishing,39.21190354027706,0.036936936936936934
234,"Paints, varnishes and similar coatings, printing ink and mastics",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
235,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
236,Other chemical products,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
237,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
238,Petrochemicals - 20.14/16/17/60,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
239,"Dyestuffs, agro-chemicals - 20.12/20",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
240,Basic pharmaceutical products and pharmaceutical preparations,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
241,Rubber and plastic products,Fish and other fishing products; aquaculture products; support services to fishing,1.91277578245254,0.001801801801801802
242,"Cement, lime, plaster and articles of concrete, cement and plaster",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
243,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
244,Basic iron and steel,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
245,Other basic metals and casting,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
246,Weapons and ammunition,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
247,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
248,"Computer, electronic and optical products",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
249,Electrical equipment,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
250,Machinery and equipment n.e.c.,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
251,"Motor vehicles, trailers and semi-trailers",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
252,Ships and boats,Fish and other fishing products; aquaculture products; support services to fishing,1.91277578245254,0.001801801801801802
253,Air and spacecraft and related machinery,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
254,Other transport equipment - 30.2/4/9,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
255,Furniture,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
256,Other manufactured goods,Fish and other fishing products; aquaculture products; support services to fishing,2.869163673678809,0.002702702702702702
257,Repair and maintenance of ships and boats,Fish and other fishing products; aquaculture products; support services to fishing,24.86608517188301,0.023423423423423417
258,Repair and maintenance of aircraft and spacecraft,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
259,Rest of repair; Installation - 33.11-14/17/19/20,Fish and other fishing products; aquaculture products; support services to fishing,11.47665469471524,0.010810810810810811
260,"Electricity, transmission and distribution",Fish and other fishing products; aquaculture products; support services to fishing,11.47665469471524,0.010810810810810811
261,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
262,Natural water; water treatment and supply services,Fish and other fishing products; aquaculture products; support services to fishing,2.869163673678809,0.002702702702702702
263,Sewerage services; sewage sludge,Fish and other fishing products; aquaculture products; support services to fishing,1.91277578245254,0.001801801801801802
264,"Waste collection, treatment and disposal services; materials recovery services",Fish and other fishing products; aquaculture products; support services to fishing,7.651103129810159,0.007207207207207207
265,Remediation services and other waste management services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
266,Construction,Fish and other fishing products; aquaculture products; support services to fishing,0.9563878912262699,0.0009009009009009009
267,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
268,"Wholesale trade services, except of motor vehicles and motorcycles",Fish and other fishing products; aquaculture products; support services to fishing,224.7511544381734,0.2117117117117117
269,"Retail trade services, except of motor vehicles and motorcycles",Fish and other fishing products; aquaculture products; support services to fishing,48.77578245253977,0.045945945945945955
270,Rail transport services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
271,"Land transport services and transport services via pipelines, excluding rail transport",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
272,Water transport services,Fish and other fishing products; aquaculture products; support services to fishing,48.77578245253977,0.045945945945945955
273,Air transport services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
274,Warehousing and support services for transportation,Fish and other fishing products; aquaculture products; support services to fishing,102.3335043612109,0.09639639639639641
275,Postal and courier services,Fish and other fishing products; aquaculture products; support services to fishing,5.738327347357618,0.005405405405405404
276,Accommodation services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
277,Food and beverage serving services,Fish and other fishing products; aquaculture products; support services to fishing,3.82555156490508,0.003603603603603604
278,Publishing services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
279,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
280,Telecommunications services,Fish and other fishing products; aquaculture products; support services to fishing,2.869163673678809,0.002702702702702702
281,"Computer programming, consultancy and related services",Fish and other fishing products; aquaculture products; support services to fishing,3.82555156490508,0.003603603603603604
282,Information services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
283,"Financial services, except insurance and pension funding",Fish and other fishing products; aquaculture products; support services to fishing,30.60441251924064,0.028828828828828833
284,"Insurance, reinsurance and pension funding services, except compulsory social security",Fish and other fishing products; aquaculture products; support services to fishing,51.64494612621857,0.048648648648648644
285,Services auxiliary to financial services and insurance services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
286,Real estate services on a fee or contract basis,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
287,Owner-Occupiers' Housing Services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
288,"Real estate services, excluding on a fee or contract basis and imputed rent",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
289,Legal services,Fish and other fishing products; aquaculture products; support services to fishing,13.38943047716778,0.012612612612612614
290,"Accounting, bookkeeping and auditing services; tax consulting services",Fish and other fishing products; aquaculture products; support services to fishing,9.563878912262698,0.009009009009009009
291,Services of head offices; management consulting services,Fish and other fishing products; aquaculture products; support services to fishing,0.9563878912262699,0.0009009009009009009
292,Architectural and engineering services; technical testing and analysis services,Fish and other fishing products; aquaculture products; support services to fishing,3.82555156490508,0.003603603603603604
293,Scientific research and development services,Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
294,Advertising and market research services,Fish and other fishing products; aquaculture products; support services to fishing,0.9563878912262699,0.0009009009009009009
295,"Other professional, scientific and technical services",Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
296,Veterinary services,Fish and other fishing products; aquaculture products; support services to fishing,5.738327347357618,0.005405405405405404
297,Rental and leasing services,Fish and other fishing products; aquaculture products; support services to fishing,55.47049769112365,0.052252252252252246
