,input requirements,industry,value,proportion
3110,Postal and courier services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",39,0.02855051244509517
3111,Accommodation services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3112,Food and beverage serving services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",7,0.005124450951683748
3113,Publishing services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3114,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities","Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3115,Telecommunications services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",2,0.0014641288433382138
3116,"Computer programming, consultancy and related services","Manufacture of dyestuffs, agro-chemicals - 20.12/20",5,0.0036603221083455345
3117,Information services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3118,"Financial services, except insurance and pension funding","Manufacture of dyestuffs, agro-chemicals - 20.12/20",88,0.06442166910688141
3119,"Insurance, reinsurance and pension funding services, except compulsory social security","Manufacture of dyestuffs, agro-chemicals - 20.12/20",19,0.013909224011713031
3120,Services auxiliary to financial services and insurance services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3121,"Real estate services, excluding on a fee or contract basis and excluding imputed rent","Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3122,Imputed rents of owner-occupied dwellings,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3123,Real estate activities on a fee or contract basis,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3124,Legal services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",58,0.0424597364568082
3125,"Accounting, bookkeeping and auditing services; tax consulting services","Manufacture of dyestuffs, agro-chemicals - 20.12/20",30,0.021961932650073207
3126,Services of head offices; management consulting services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",11,0.008052708638360176
3127,Architectural and engineering services; technical testing and analysis services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",28,0.020497803806734993
3128,Scientific research and development services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3129,Advertising and market research services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",3,0.0021961932650073207
3130,"Other professional, scientific and technical services","Manufacture of dyestuffs, agro-chemicals - 20.12/20",12,0.008784773060029283
3131,Veterinary services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3132,Rental and leasing services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",9,0.006588579795021962
3133,Employment services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",14,0.010248901903367497
3134,"Travel agency, tour operator and other reservation services and related services","Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3135,Security and investigation services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3136,Services to buildings and landscape,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3137,"Office administrative, office support and other business support services","Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3138,Public administration and defence services; compulsory social security services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",7,0.005124450951683748
3139,Education services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3140,Human health services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3141,Residential Care  & Social Work Activities,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3142,"Creative, arts and entertainment services","Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3143,"Libraries, archives, museums and other cultural services","Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3144,Gambling and betting services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3145,Sports services and amusement and recreation services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3146,Services furnished by membership organisations,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3147,Repair services of computers and personal and household goods,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3148,Other personal services,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3149,Services of households as employers of domestic personnel,"Manufacture of dyestuffs, agro-chemicals - 20.12/20",0,0.0
3150,"Products of agriculture, hunting and related services",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,210,0.015206372194062274
3151,"Products of forestry, logging and related services",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3152,Fish and other fishing products; aquaculture products; support services to fishing,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3153,Coal and lignite,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3154,Crude Petroleum And Natural Gas & Metal Ores,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3155,Other mining and quarrying products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3156,Mining support services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3157,Preserved meat and meat products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,16,0.0011585807385952208
3158,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,9,0.0006517016654598117
3159,Vegetable and animal oils and fats,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,1,7.24112961622013e-05
3160,Dairy products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,12,0.0008689355539464157
3161,"Grain mill products, starches and starch products",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,1,7.24112961622013e-05
3162,Bakery and farinaceous products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,13,0.000941346850108617
3163,Other food products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,4,0.0002896451846488052
3164,Prepared animal feeds,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3165,Alcoholic beverages  & Tobacco products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3166,Soft drinks,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3167,Textiles,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3168,Wearing apparel,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3169,Leather and related products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3170,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,2,0.0001448225923244026
3171,Paper and paper products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,156,0.011296162201303403
3172,Printing and recording services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3173,Coke and refined petroleum products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,2,0.0001448225923244026
3174,"Paints, varnishes and similar coatings, printing ink and mastics",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3175,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3176,Other chemical products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,625,0.04525706010137581
3177,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,53,0.003837798696596669
3178,Petrochemicals - 20.14/16/17/60,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,361,0.02614047791455467
3179,"Dyestuffs, agro-chemicals - 20.12/20",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3180,Basic pharmaceutical products and pharmaceutical preparations,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,4815,0.34866039102099927
3181,Rubber and plastic products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,759,0.05496017378711079
3182,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3183,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,82,0.005937726285300507
3184,Basic iron and steel,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3185,Other basic metals and casting,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,15,0.0010861694424330196
3186,Weapons and ammunition,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3187,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,337,0.02440260680666184
3188,"Computer, electronic and optical products",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,228,0.016509775524981896
3189,Electrical equipment,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3190,Machinery and equipment n.e.c.,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,416,0.030123099203475744
3191,"Motor vehicles, trailers and semi-trailers",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3192,Ships and boats,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3193,Air and spacecraft and related machinery,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3194,Other transport equipment - 30.2/4/9,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3195,Furniture,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3196,Other manufactured goods,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,283,0.02049239681390297
3197,Repair and maintenance of ships and boats,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3198,Repair and maintenance of aircraft and spacecraft,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3199,Rest of repair; Installation - 33.11-14/17/19/20,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,120,0.008689355539464157
3200,"Electricity, transmission and distribution",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,122,0.008834178131788559
3201,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,80,0.005792903692976104
3202,Natural water; water treatment and supply services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,19,0.0013758146270818248
3203,Sewerage services; sewage sludge,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,46,0.00333091962346126
3204,"Waste collection, treatment and disposal services; materials recovery services",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,38,0.0027516292541636496
3205,Remediation services and other waste management services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3206,Construction,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3207,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3208,"Wholesale trade services, except of motor vehicles and motorcycles",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3209,"Retail trade services, except of motor vehicles and motorcycles",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3210,Rail transport services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,1,7.24112961622013e-05
3211,"Land transport services and transport services via pipelines, excluding rail transport",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,110,0.007965242577842143
3212,Water transport services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3213,Air transport services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,36,0.0026068066618392467
3214,Warehousing and support services for transportation,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,729,0.05278783490224475
3215,Postal and courier services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,129,0.009341057204923968
3216,Accommodation services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3217,Food and beverage serving services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,95,0.0068790731354091235
3218,Publishing services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,91,0.006589427950760319
3219,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3220,Telecommunications services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,48,0.0034757422157856628
3221,"Computer programming, consultancy and related services",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,345,0.02498189717595945
3222,Information services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,19,0.0013758146270818248
3223,"Financial services, except insurance and pension funding",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,1089,0.07885590152063722
3224,"Insurance, reinsurance and pension funding services, except compulsory social security",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,4,0.0002896451846488052
3225,Services auxiliary to financial services and insurance services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,11,0.0007965242577842144
3226,"Real estate services, excluding on a fee or contract basis and excluding imputed rent",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,28,0.0020275162925416364
3227,Imputed rents of owner-occupied dwellings,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3228,Real estate activities on a fee or contract basis,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3229,Legal services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,277,0.02005792903692976
3230,"Accounting, bookkeeping and auditing services; tax consulting services",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,148,0.010716871832005793
3231,Services of head offices; management consulting services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,241,0.017451122375090514
3232,Architectural and engineering services; technical testing and analysis services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,285,0.020637219406227373
3233,Scientific research and development services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3234,Advertising and market research services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,182,0.013178855901520637
3235,"Other professional, scientific and technical services",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,68,0.004923968139029689
3236,Veterinary services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3237,Rental and leasing services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,40,0.002896451846488052
3238,Employment services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,245,0.01774076755973932
3239,"Travel agency, tour operator and other reservation services and related services",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3240,Security and investigation services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3241,Services to buildings and landscape,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3242,"Office administrative, office support and other business support services",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,176,0.01274438812454743
3243,Public administration and defence services; compulsory social security services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,164,0.011875452570601014
3244,Education services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,224,0.01622013034033309
3245,Human health services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,192,0.013902968863142651
3246,Residential Care  & Social Work Activities,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3247,"Creative, arts and entertainment services",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3248,"Libraries, archives, museums and other cultural services",Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3249,Gambling and betting services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3250,Sports services and amusement and recreation services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3251,Services furnished by membership organisations,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,7,0.0005068790731354091
3252,Repair services of computers and personal and household goods,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3253,Other personal services,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,1,7.24112961622013e-05
3254,Services of households as employers of domestic personnel,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,0,0.0
3255,"Products of agriculture, hunting and related services",Manufacture Of Rubber And Plastic Products,0,0.0
3256,"Products of forestry, logging and related services",Manufacture Of Rubber And Plastic Products,0,0.0
3257,Fish and other fishing products; aquaculture products; support services to fishing,Manufacture Of Rubber And Plastic Products,0,0.0
3258,Coal and lignite,Manufacture Of Rubber And Plastic Products,0,0.0
3259,Crude Petroleum And Natural Gas & Metal Ores,Manufacture Of Rubber And Plastic Products,0,0.0
3260,Other mining and quarrying products,Manufacture Of Rubber And Plastic Products,0,0.0
3261,Mining support services,Manufacture Of Rubber And Plastic Products,0,0.0
3262,Preserved meat and meat products,Manufacture Of Rubber And Plastic Products,11,0.000718954248366013
3263,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",Manufacture Of Rubber And Plastic Products,6,0.000392156862745098
3264,Vegetable and animal oils and fats,Manufacture Of Rubber And Plastic Products,1,6.535947712418301e-05
3265,Dairy products,Manufacture Of Rubber And Plastic Products,8,0.0005228758169934641
3266,"Grain mill products, starches and starch products",Manufacture Of Rubber And Plastic Products,0,0.0
3267,Bakery and farinaceous products,Manufacture Of Rubber And Plastic Products,10,0.00065359477124183
3268,Other food products,Manufacture Of Rubber And Plastic Products,4,0.00026143790849673205
3269,Prepared animal feeds,Manufacture Of Rubber And Plastic Products,0,0.0
3270,Alcoholic beverages  & Tobacco products,Manufacture Of Rubber And Plastic Products,0,0.0
3271,Soft drinks,Manufacture Of Rubber And Plastic Products,0,0.0
3272,Textiles,Manufacture Of Rubber And Plastic Products,34,0.0022222222222222222
3273,Wearing apparel,Manufacture Of Rubber And Plastic Products,0,0.0
3274,Leather and related products,Manufacture Of Rubber And Plastic Products,0,0.0
3275,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Manufacture Of Rubber And Plastic Products,2,0.00013071895424836603
3276,Paper and paper products,Manufacture Of Rubber And Plastic Products,390,0.025490196078431372
3277,Printing and recording services,Manufacture Of Rubber And Plastic Products,1,6.535947712418301e-05
3278,Coke and refined petroleum products,Manufacture Of Rubber And Plastic Products,33,0.002156862745098039
3279,"Paints, varnishes and similar coatings, printing ink and mastics",Manufacture Of Rubber And Plastic Products,98,0.006405228758169935
3280,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Manufacture Of Rubber And Plastic Products,2,0.00013071895424836603
3281,Other chemical products,Manufacture Of Rubber And Plastic Products,333,0.02176470588235294
3282,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",Manufacture Of Rubber And Plastic Products,86,0.005620915032679739
3283,Petrochemicals - 20.14/16/17/60,Manufacture Of Rubber And Plastic Products,5097,0.3331372549019608
3284,"Dyestuffs, agro-chemicals - 20.12/20",Manufacture Of Rubber And Plastic Products,37,0.002418300653594771
3285,Basic pharmaceutical products and pharmaceutical preparations,Manufacture Of Rubber And Plastic Products,0,0.0
3286,Rubber and plastic products,Manufacture Of Rubber And Plastic Products,3430,0.22418300653594772
3287,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",Manufacture Of Rubber And Plastic Products,0,0.0
3288,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",Manufacture Of Rubber And Plastic Products,372,0.02431372549019608
3289,Basic iron and steel,Manufacture Of Rubber And Plastic Products,1,6.535947712418301e-05
3290,Other basic metals and casting,Manufacture Of Rubber And Plastic Products,169,0.011045751633986928
3291,Weapons and ammunition,Manufacture Of Rubber And Plastic Products,0,0.0
3292,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",Manufacture Of Rubber And Plastic Products,331,0.021633986928104577
3293,"Computer, electronic and optical products",Manufacture Of Rubber And Plastic Products,24,0.001568627450980392
3294,Electrical equipment,Manufacture Of Rubber And Plastic Products,6,0.000392156862745098
3295,Machinery and equipment n.e.c.,Manufacture Of Rubber And Plastic Products,273,0.01784313725490196
3296,"Motor vehicles, trailers and semi-trailers",Manufacture Of Rubber And Plastic Products,28,0.0018300653594771241
3297,Ships and boats,Manufacture Of Rubber And Plastic Products,0,0.0
3298,Air and spacecraft and related machinery,Manufacture Of Rubber And Plastic Products,0,0.0
3299,Other transport equipment - 30.2/4/9,Manufacture Of Rubber And Plastic Products,0,0.0
3300,Furniture,Manufacture Of Rubber And Plastic Products,4,0.00026143790849673205
3301,Other manufactured goods,Manufacture Of Rubber And Plastic Products,31,0.0020261437908496733
3302,Repair and maintenance of ships and boats,Manufacture Of Rubber And Plastic Products,0,0.0
3303,Repair and maintenance of aircraft and spacecraft,Manufacture Of Rubber And Plastic Products,0,0.0
3304,Rest of repair; Installation - 33.11-14/17/19/20,Manufacture Of Rubber And Plastic Products,320,0.02091503267973856
3305,"Electricity, transmission and distribution",Manufacture Of Rubber And Plastic Products,496,0.03241830065359477
3306,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,Manufacture Of Rubber And Plastic Products,132,0.008627450980392156
3307,Natural water; water treatment and supply services,Manufacture Of Rubber And Plastic Products,23,0.0015032679738562092
3308,Sewerage services; sewage sludge,Manufacture Of Rubber And Plastic Products,20,0.00130718954248366
3309,"Waste collection, treatment and disposal services; materials recovery services",Manufacture Of Rubber And Plastic Products,67,0.004379084967320261
3310,Remediation services and other waste management services,Manufacture Of Rubber And Plastic Products,0,0.0
3311,Construction,Manufacture Of Rubber And Plastic Products,271,0.017712418300653596
3312,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Manufacture Of Rubber And Plastic Products,0,0.0
3313,"Wholesale trade services, except of motor vehicles and motorcycles",Manufacture Of Rubber And Plastic Products,0,0.0
3314,"Retail trade services, except of motor vehicles and motorcycles",Manufacture Of Rubber And Plastic Products,0,0.0
3315,Rail transport services,Manufacture Of Rubber And Plastic Products,2,0.00013071895424836603
3316,"Land transport services and transport services via pipelines, excluding rail transport",Manufacture Of Rubber And Plastic Products,536,0.03503267973856209
3317,Water transport services,Manufacture Of Rubber And Plastic Products,5,0.000326797385620915
3318,Air transport services,Manufacture Of Rubber And Plastic Products,1,6.535947712418301e-05
3319,Warehousing and support services for transportation,Manufacture Of Rubber And Plastic Products,80,0.00522875816993464
3320,Postal and courier services,Manufacture Of Rubber And Plastic Products,90,0.0058823529411764705
3321,Accommodation services,Manufacture Of Rubber And Plastic Products,0,0.0
3322,Food and beverage serving services,Manufacture Of Rubber And Plastic Products,49,0.0032026143790849673
3323,Publishing services,Manufacture Of Rubber And Plastic Products,0,0.0
3324,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",Manufacture Of Rubber And Plastic Products,0,0.0
3325,Telecommunications services,Manufacture Of Rubber And Plastic Products,68,0.0044444444444444444
3326,"Computer programming, consultancy and related services",Manufacture Of Rubber And Plastic Products,132,0.008627450980392156
3327,Information services,Manufacture Of Rubber And Plastic Products,0,0.0
3328,"Financial services, except insurance and pension funding",Manufacture Of Rubber And Plastic Products,572,0.03738562091503268
3329,"Insurance, reinsurance and pension funding services, except compulsory social security",Manufacture Of Rubber And Plastic Products,94,0.006143790849673203
3330,Services auxiliary to financial services and insurance services,Manufacture Of Rubber And Plastic Products,30,0.00196078431372549
3331,"Real estate services, excluding on a fee or contract basis and excluding imputed rent",Manufacture Of Rubber And Plastic Products,242,0.015816993464052288
3332,Imputed rents of owner-occupied dwellings,Manufacture Of Rubber And Plastic Products,0,0.0
3333,Real estate activities on a fee or contract basis,Manufacture Of Rubber And Plastic Products,0,0.0
3334,Legal services,Manufacture Of Rubber And Plastic Products,50,0.0032679738562091504
3335,"Accounting, bookkeeping and auditing services; tax consulting services",Manufacture Of Rubber And Plastic Products,145,0.009477124183006535
3336,Services of head offices; management consulting services,Manufacture Of Rubber And Plastic Products,136,0.008888888888888889
3337,Architectural and engineering services; technical testing and analysis services,Manufacture Of Rubber And Plastic Products,24,0.001568627450980392
3338,Scientific research and development services,Manufacture Of Rubber And Plastic Products,0,0.0
3339,Advertising and market research services,Manufacture Of Rubber And Plastic Products,123,0.00803921568627451
3340,"Other professional, scientific and technical services",Manufacture Of Rubber And Plastic Products,15,0.000980392156862745
3341,Veterinary services,Manufacture Of Rubber And Plastic Products,0,0.0
3342,Rental and leasing services,Manufacture Of Rubber And Plastic Products,110,0.00718954248366013
3343,Employment services,Manufacture Of Rubber And Plastic Products,201,0.013137254901960785
3344,"Travel agency, tour operator and other reservation services and related services",Manufacture Of Rubber And Plastic Products,0,0.0
3345,Security and investigation services,Manufacture Of Rubber And Plastic Products,0,0.0
3346,Services to buildings and landscape,Manufacture Of Rubber And Plastic Products,0,0.0
3347,"Office administrative, office support and other business support services",Manufacture Of Rubber And Plastic Products,346,0.022614379084967322
3348,Public administration and defence services; compulsory social security services,Manufacture Of Rubber And Plastic Products,25,0.0016339869281045752
3349,Education services,Manufacture Of Rubber And Plastic Products,40,0.00261437908496732
3350,Human health services,Manufacture Of Rubber And Plastic Products,25,0.0016339869281045752
3351,Residential Care  & Social Work Activities,Manufacture Of Rubber And Plastic Products,1,6.535947712418301e-05
3352,"Creative, arts and entertainment services",Manufacture Of Rubber And Plastic Products,0,0.0
3353,"Libraries, archives, museums and other cultural services",Manufacture Of Rubber And Plastic Products,0,0.0
3354,Gambling and betting services,Manufacture Of Rubber And Plastic Products,0,0.0
3355,Sports services and amusement and recreation services,Manufacture Of Rubber And Plastic Products,0,0.0
3356,Services furnished by membership organisations,Manufacture Of Rubber And Plastic Products,7,0.00045751633986928104
3357,Repair services of computers and personal and household goods,Manufacture Of Rubber And Plastic Products,0,0.0
3358,Other personal services,Manufacture Of Rubber And Plastic Products,0,0.0
3359,Services of households as employers of domestic personnel,Manufacture Of Rubber And Plastic Products,0,0.0
3360,"Products of agriculture, hunting and related services","Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",0,0.0
3361,"Products of forestry, logging and related services","Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",0,0.0
3362,Fish and other fishing products; aquaculture products; support services to fishing,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",0,0.0
3363,Coal and lignite,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",49,0.009892994144962648
3364,Crude Petroleum And Natural Gas & Metal Ores,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",0,0.0
3365,Other mining and quarrying products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",378,0.07631738340399757
3366,Mining support services,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",0,0.0
3367,Preserved meat and meat products,"Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",5,0.0010094891984655764
3368,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables","Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",4,0.0008075913587724611
